Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Install coding tools for Python development,https://docs.microsoft.com/en-us/learn/modules/install-code-tools-python-nasa/,11,365,"2,107",44.14%,222,98,107,2,42.03111111,6.909223744,40,5,10,,,vs-code,student;data-scientist,beginner
Design an MVVM viewmodel for Xamarin.Forms,https://docs.microsoft.com/en-us/learn/modules/design-a-mvvm-viewmodel-for-xamarin-forms/,6,423,"2,106",20.21%,287,58,56,,107.6913889,15.27537431,36,4.875,8,,,xamarin;dotnet;vs,developer,intermediate
Manage maintenance requests in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/manage-maintenance-requests/,14,182,"2,106",82.50%,120,99,95,,14.33472222,4.725732601,83,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate
Implement interfaces in TypeScript,https://docs.microsoft.com/en-us/learn/modules/typescript-implement-interfaces/,8,357,"2,105",38.12%,223,85,101,1,102.4552778,17.21937442,46,4.833333333,12,,,azure;vs-code,developer;student,intermediate
Connect data to Azure Sentinel using data connectors,https://docs.microsoft.com/en-us/learn/modules/connect-data-to-azure-sentinel-with-data-connectors/,6,367,"2,104",59.49%,311,185,190,1,64.6925,10.57643052,22,4.75,4,,,azure;azure-sentinel,security-operations-analyst,intermediate
Solution Architect series: Evaluate Power Platform analytics and AI,https://docs.microsoft.com/en-us/learn/modules/architect-analytics/,9,388,"2,104",51.80%,222,115,118,1,77.74083333,12.02177835,41,4.666666667,3,,,power-apps;power-automate;power-platform;power-virtual-agents;ai-builder;power-bi;power-query;common-data-service,solution-architect,advanced
Manage mobile devices in Microsoft 365 and Exchange Online,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-mobile-devices/,6,372,"2,095",60.14%,276,166,178,,104.4080556,16.84000896,31,4.625,8,,,m365;office-365;office-exchange-server,administrator,intermediate
Perform a bank reconciliation in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/bank-reconciliation-dynamics-365-business-central/,6,380,"2,089",36.78%,329,121,94,,69.48527778,10.97135965,45,5,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Configure ledger allocations and accruals in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-ledger-allocations-accruals-dyn365-finance/,7,342,"2,088",40.64%,251,102,101,,98.04777778,17.20136452,84,4,1,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate
Apply and manage sensitivity labels,https://docs.microsoft.com/en-us/learn/modules/apply-manage-sensitivity-labels/,8,298,"2,083",58.47%,236,138,150,,78.34361111,15.77388143,54,5,9,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate
Deploy and manage DHCP,https://docs.microsoft.com/en-us/learn/modules/deploy-manage-dynamic-host-configuration-protocol/,9,405,"2,083",26.60%,297,79,74,,118.5891667,17.56876543,70,4.833333333,12,,,windows-server,administrator;solution-architect;technology-manager,intermediate
Get started with AI Builder Sentiment analysis,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-sentiment-analysis/,5,367,"2,082",71.07%,318,226,227,,51.83,8.473569482,55,5,4,,,ai-builder;power-platform;power-automate,maker;business-user,beginner
What is distributed programming?,https://docs.microsoft.com/en-us/learn/modules/cmu-distributed-programming-introduction/,15,517,"2,078",17.04%,223,38,38,,63.48222222,7.367375887,117,,,,,azure,developer;student,beginner
Create and deploy Logic Apps using Azure Resource Manager templates,https://docs.microsoft.com/en-us/learn/modules/create-deploy-logic-apps-using-arm-templates/,6,550,"2,075",26.50%,366,97,100,,94.04555556,10.25951515,45,4.555555556,9,126,117,azure;azure-logic-apps;azure-resource-manager,developer;solution-architect,beginner
Create and manage work orders in Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/manage-work-orders-asset-management/,17,176,"2,075",56.74%,141,80,80,,23.74777778,8.095833333,118,,,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant;business-user,intermediate
Extract data from forms with Form Recognizer,https://docs.microsoft.com/en-us/learn/modules/work-form-recognizer/,11,239,"2,072",42.68%,164,70,81,,128.2113889,32.18695955,55,5,7,,,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,intermediate
Manage and troubleshoot common issues with Office in Windows,https://docs.microsoft.com/en-us/learn/modules/m365-office-managing-troubleshooting/,5,548,"2,067",70.56%,214,151,150,,28.13416667,3.080383212,30,5,3,,,m365;office-365;windows,administrator,intermediate
Plan your Teams meeting deployment,https://docs.microsoft.com/en-us/learn/modules/m365-teams-plan-meeeting-deployment/,6,435,"2,067",39.64%,386,153,138,,42.44611111,5.854636015,14,4.705882353,17,,,office-teams,administrator,intermediate
Manage customers in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/manage-customers/,8,245,"2,066",61.39%,202,124,119,,72.37694444,17.72496599,61,4,1,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate
Manage recipient resources in Exchange Online,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-recipient-resources/,6,314,"2,060",66.02%,259,171,179,1,110.2791667,21.07245223,38,4.333333333,6,,,m365;office-365;office-exchange-server,administrator,intermediate
Create tokens using OpenZeppelin,https://docs.microsoft.com/en-us/learn/modules/blockchain-tokens/,8,446,"2,059",20.35%,285,58,53,,70.51194444,9.485911809,31,5,1,,,azure,developer;student,beginner
Create a data migration strategy for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/data-migration/,6,454,"2,053",34.81%,293,102,98,,63.62722222,8.408883994,47,4.666666667,3,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect;functional-consultant,advanced
Set up Trade in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/trade-set-up-dynamics-365-business-central/,6,311,"2,047",48.46%,260,126,121,,92.45861111,17.83767417,41,4.166666667,6,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Understand the Power BI administrator role,https://docs.microsoft.com/en-us/learn/modules/power-bi-admin-intro/,8,317,"2,023",53.28%,229,122,113,,71.69888889,13.57076761,16,4.928571429,14,,,power-platform;power-bi,administrator,intermediate
Set up purchase prices and discounts in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-prices-discounts-dynamics-365-business-central/,6,352,"2,022",50.19%,261,131,122,,73.89361111,12.59550189,36,4.666666667,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Manage your Azure IoT Hub with alerts and metrics,https://docs.microsoft.com/en-us/learn/modules/manage-azure-iot-hub-with-metrics-alerts/,7,386,"2,017",43.86%,285,125,130,,98.48805556,15.30902418,53,4.769230769,13,114,110,azure-iot;azure-iot-hub,developer,beginner
Build extended data types and enumerations for Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-edt-enums-finance-operations/,6,340,"2,015",55.85%,265,148,136,,82.17361111,14.50122549,57,4.666666667,9,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,beginner
Explore reporting tools in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/explore-reporting-tools-finance-operations/,7,295,"2,015",49.59%,244,121,113,,127.8861111,26.01073446,69,4.75,4,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Introduction to report components in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/introduction-report-components/,9,194,"2,014",52.94%,170,90,76,1,26.435,8.175773196,28,4.666666667,6,,,dynamics-365;dynamics-business-central,developer,intermediate
Migrate on-premises Windows Server instances to Azure IaaS virtual machines,https://docs.microsoft.com/en-us/learn/modules/migrate-premises-windows-server-instances-azure-iaas-virtual-machines/,8,644,"2,014",25.58%,215,55,50,2,83.16138889,7.747955487,41,4.75,4,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Process purchase orders in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/process-purchase-orders-dyn365-supply-chain-mgmt/,11,298,"2,012",28.51%,221,63,61,1,132.5138889,26.68064877,135,5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate
Manage compliance in Microsoft 365 and Exchange Online,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-manage-compliance/,7,322,"2,011",61.64%,232,143,147,,88.21611111,16.43778468,44,4.714285714,14,,,m365;office-365;office-exchange-server,administrator,intermediate
Measure and optimize model performance with ROC and AUC,https://docs.microsoft.com/en-us/learn/modules/optimize-model-performance-roc-auc/,7,304,"2,003",62.55%,243,152,169,1,103.1447222,20.35751096,36,4.461538462,13,135,105,azure,ai-engineer;data-scientist;student,beginner
Configure DLP policies for Microsoft Cloud App Security and Power Platform,https://docs.microsoft.com/en-us/learn/modules/create-configure-data-loss-prevention-policies/,7,382,"2,002",47.98%,248,119,121,,72.89944444,11.45017452,29,5,4,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate
Configure your data in Dynamics 365 Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/configure-your-data-dynamics-365-finance-operations-apps/,8,293,"1,996",73.58%,212,156,155,,24.6625,5.050341297,16,5,5,,,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,administrator;business-analyst;business-user;developer;functional-consultant;solution-architect,beginner
Get started with discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/get-started-discrete-manufacturing-dyn365-supply-chain-mgmt/,13,295,"1,993",30.30%,165,50,49,,140.2327778,28.5219209,130,5,2,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate
Get started with AI Builder Object detection,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-object-detection/,5,330,"1,988",70.47%,298,210,215,2,43.18166667,7.851212121,25,5,2,,,ai-builder;power-platform;power-automate,business-user;maker,beginner
Configure SQL Server resources for optimal performance,https://docs.microsoft.com/en-us/learn/modules/configure-sql-server-resources-optimal-performance/,7,351,"1,986",58.05%,236,137,144,,105.0886111,17.96386515,35,4.727272727,11,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Manage Azure PaaS resources using automated methods,https://docs.microsoft.com/en-us/learn/modules/manage-azure-paas-resources-using-automated-methods/,9,260,"1,986",50.70%,213,108,114,,89.37972222,20.62608974,49,4.555555556,9,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Consume business events in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/business-events-finance-operations/,5,368,"1,982",70.34%,290,204,209,,46.8925,7.645516304,31,4.555555556,9,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer;solution-architect,intermediate
Explore causes of performance issues,https://docs.microsoft.com/en-us/learn/modules/explore-causes-performance-issues/,7,316,"1,982",60.00%,240,144,144,,110.3177778,20.9464135,46,4.888888889,9,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Manage Dynamics 365 model-driven app settings and security,https://docs.microsoft.com/en-us/learn/modules/manage-dynamics-365-model-driven-app-settings-security/,7,317,"1,980",63.84%,224,143,137,,61.35138889,11.61225026,20,4.636363636,11,,,dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-platform,administrator;business-analyst;business-user;developer;functional-consultant,beginner
Introduction to GitHub administration,https://docs.microsoft.com/en-us/learn/modules/github-introduction-administration/,6,424,"1,979",61.15%,278,170,195,2,73.62694444,10.41890723,21,4.526315789,19,,,github,administrator;devops-engineer;technology-manager,intermediate
Describe performance-related maintenance tasks in SQL Server,https://docs.microsoft.com/en-us/learn/modules/describe-performance-related-maintenance-tasks-sql-server/,7,284,"1,970",67.41%,224,151,152,,78.62083333,16.61003521,33,5,9,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Manage source code by using version control in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/manage-source-code-version-control-finance-operations/,6,297,"1,969",61.57%,229,141,124,,81.1075,16.38535354,49,5,3,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Set up discounts for your customers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/customer-discounts-dynamics-365-business-central/,7,345,"1,967",41.98%,243,102,99,,57.515,10.0026087,43,4,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Solution architect series: Model data for Power Platform solutions,https://docs.microsoft.com/en-us/learn/modules/data-modeling/,8,288,"1,961",54.59%,218,119,121,,90.36611111,18.82627315,31,5,4,,,power-platform;common-data-service;dynamics-customer-engagement,solution-architect,intermediate;advanced
Model and partition your data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/modules/model-partition-data-azure-cosmos-db/,8,566,"1,960",7.28%,412,30,32,,84.39333333,8.946289753,40,5,3,245,245,azure-cosmos-db,developer;solution-architect,intermediate
Troubleshoot Federation Issues,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-federation-issues/,5,342,"1,957",75.52%,286,216,234,2,50.22888889,8.81208577,21,4.923076923,13,,,m365;office-teams,support-engineer,advanced
Deploy message encryption in Office 365,https://docs.microsoft.com/en-us/learn/modules/deploy-message-encryption-microsoft-365/,6,313,"1,956",65.63%,256,168,179,,60.68416667,11.6327476,32,4.714285714,7,,,office-365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate
Explore Exchange Online as a Microsoft 365 Enterprise Administrator,https://docs.microsoft.com/en-us/learn/modules/explore-exchange-online/,9,360,"1,956",33.33%,213,71,71,1,97.00138889,16.16689815,37,4.5,4,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Introduce configuration and personalization to Dynamics 365 Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/introduce-configure-personalization-dynamics-365-finance-operations-apps/,6,364,"1,949",68.46%,279,191,177,1,30.08361111,4.958836996,11,4.888888889,9,,,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,administrator;business-analyst;business-user;developer;functional-consultant;solution-architect,beginner
Develop web parts with the SharePoint Framework,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-web-parts/,8,351,"1,948",24.79%,238,59,54,,106.2741667,18.16652422,76,4,5,,,m365;office-sp-framework,developer,intermediate
Implement compliance controls for sensitive data,https://docs.microsoft.com/en-us/learn/modules/implement-compliance-controls-sensitive-data/,7,321,"1,947",57.03%,256,146,139,,82.79805556,15.47627207,35,4.888888889,9,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Ship and invoice items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/ship-invoice-items-dynamics-365-business-central/,7,290,"1,946",54.58%,240,131,111,,79.50472222,16.44925287,50,4.333333333,3,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Connect Microsoft 365 Defender to Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-microsoft-defender-365-to-azure-sentinel/,7,236,"1,940",79.25%,212,168,182,,35.51111111,9.028248588,28,5,3,,,azure;azure-sentinel,security-operations-analyst,intermediate
Automate Node.js deployments with Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/deploy-nodejs/,6,574,"1,937",18.05%,277,50,47,,64.59833333,6.752439024,44,4.777777778,9,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Design cloud solutions for the public sector,https://docs.microsoft.com/en-us/learn/modules/design-secure-environment-government/,6,288,"1,937",38.10%,189,72,34,1,13.03666667,2.715972222,15,5,1,,,azure;azure-stack-edge;azure-stack-hub,business-user,intermediate
Author a guide in Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/modules/author-guides/,26,141,"1,936",35.11%,94,33,34,1,32.34694444,13.76465721,211,5,4,,,dynamics-365;dynamics-guides;hololens,functional-consultant;solution-architect;business-user,intermediate
Generate Power Automate Desktop flows by recording,https://docs.microsoft.com/en-us/learn/modules/pad-power-automate-desktop-recording-features/,6,418,"1,936",44.14%,256,113,103,,57.89805556,8.310725678,35,4.4,5,,,power-platform;power-automate,maker;developer,beginner
Query data in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/query-azure-sql-data-warehouse/,6,378,"1,935",64.53%,265,171,175,,45.04166667,7.149470899,60,4.571428571,7,,,azure;azure-synapse-analytics,data-engineer,beginner
Set up currencies and exchange rates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/currencies-exchange-rates-dynamics-365-business-central/,6,508,"1,935",12.28%,334,41,27,,45.02972222,5.318471129,40,1,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Decompose a monolithic application into a microservices architecture,https://docs.microsoft.com/en-us/learn/modules/microservices-architecture/,7,573,"1,934",13.63%,411,56,51,2,86.44083333,9.051396161,52,4.636363636,11,220,210,azure;azure-functions;azure-app-service,solution-architect,advanced
Introduction to AI Builder Key phrase extraction,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-key-phrase-extraction/,5,325,"1,934",71.23%,292,208,215,,57.72861111,10.65758974,52,5,2,,,ai-builder;power-platform;power-automate,business-user;maker,beginner
Manage assets and content settings in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/manage-assets-content-settings/,7,302,"1,928",48.43%,254,123,112,,67.82083333,13.47433775,51,4.333333333,3,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate
Discuss practices for responsible AI at Microsoft,https://docs.microsoft.com/en-us/learn/modules/microsoft-responsible-ai-practices/,9,244,"1,922",63.24%,204,129,132,,59.97166667,14.74713115,77,4.857142857,7,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate
Connect non-Azure resources to Azure Defender,https://docs.microsoft.com/en-us/learn/modules/connect-non-azure-machines-to-azure-defender/,7,271,"1,921",66.80%,256,171,183,,69.61527778,15.41297663,44,4.666666667,3,,,azure;azure-security-center,security-operations-analyst,intermediate
Access User Data from Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-user-data/,8,333,"1,916",39.17%,240,94,103,,59.89416667,10.79174174,82,4.857142857,7,,,m365;ms-graph,developer,intermediate
Manage execution flow in F#,https://docs.microsoft.com/en-us/learn/modules/fsharp-conditional/,7,315,"1,913",58.33%,240,140,146,1,58.09944444,11.06656085,16,5,14,,,dotnet,developer;student,beginner
Overview of Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/modules/overview-d365-sales-professional/,7,344,"1,906",45.85%,253,116,99,,41.05555556,7.160852713,29,4.75,4,,,dynamics-365;dynamics-sales,business-user;administrator,beginner
Deliver mail to mailboxes outside Microsoft 365 by using connectors,https://docs.microsoft.com/en-us/learn/modules/m365-messaging-configure-transport-architecture/,5,342,"1,904",74.24%,264,196,205,,102.2230556,17.9338694,30,4.6,5,,,m365;office-365;office-exchange-server,administrator,intermediate
Working with data and properties in React components,https://docs.microsoft.com/en-us/learn/modules/react-work-with-components-and-data/,9,248,"1,904",56.40%,172,97,99,1,58.25111111,14.09301075,26,4.714285714,7,,,azure-app-service-static;vs-code,student;developer,intermediate
Define an AI strategy to create business value in manufacturing,https://docs.microsoft.com/en-us/learn/modules/ai-strategy-in-manufacturing/,7,278,"1,903",47.53%,223,106,88,5,32.22833333,6.955755396,41,5,4,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate
Create metadata objects in Azure Synapse serverless SQL pools,https://docs.microsoft.com/en-us/learn/modules/create-metadata-objects-azure-synapse-serverless-sql-pools/,8,229,"1,900",62.57%,171,107,110,,28.92638889,7.578966521,38,5,1,,,azure-synapse-analytics,data-engineer,intermediate
Solution architect series: Explore Power Virtual Agents,https://docs.microsoft.com/en-us/learn/modules/architect-power-virtual-agents/,8,262,"1,900",61.39%,202,124,127,,80.42333333,18.41755725,46,4.8,5,,,power-platform;power-virtual-agents;common-data-service,solution-architect,advanced
Solution architect series: Explore robotic process automation,https://docs.microsoft.com/en-us/learn/modules/robotic-process-automation/,7,303,"1,896",63.81%,210,134,135,,74.31666667,14.71617162,27,4.8,5,,,power-platform;power-automate,solution-architect,advanced
Configure credit and collections in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-credit-collections-dyn365-finance/,10,304,"1,895",26.26%,198,52,51,,86.39527778,17.05169956,88,,,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate
Create and publish a web application with Azure App Service and Visual Studio Code,https://docs.microsoft.com/en-us/learn/modules/create-publish-webapp-app-service-vs-code/,8,566,"1,894",1.44%,416,6,7,,54.4575,5.772879859,26,4.6,5,194,181,azure;azure-app-service;vs-code,developer,beginner
Extend existing table and page objects in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/extend-tables-page-objects/,9,207,"1,891",52.94%,153,81,78,,54.69416667,15.85338164,43,5,4,,,dynamics-365;dynamics-business-central,developer,beginner
Implement data integration concepts and solutions for Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/integration-concepts-finance-operations/,12,185,"1,891",52.63%,152,80,72,,70.41111111,22.83603604,46,5,4,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,advanced
Connect Microsoft services to Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-microsoft-services-to-azure-sentinel/,7,241,"1,882",78.44%,218,171,184,,27.21833333,6.776348548,23,5,2,,,azure;azure-sentinel,security-operations-analyst,intermediate
Define and track individual goals in Dynamics 365 Sales and Customer Service,https://docs.microsoft.com/en-us/learn/modules/define-track-goals-in-dynamics-365/,6,346,"1,876",45.43%,317,144,129,1,82.57916667,14.32008671,40,4.166666667,6,,,dynamics-365;dynamics-sales,business-user;functional-consultant,intermediate
Connect threat indicators to Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/connect-threat-indicators-to-azure-sentinel/,7,244,"1,867",78.24%,216,169,182,,33.66111111,8.277322404,23,4.875,8,,,azure;azure-sentinel,security-operations-analyst,intermediate
Set up continuous data export from Azure IoT Central to a Power BI app,https://docs.microsoft.com/en-us/learn/modules/continuously-export-data-from-iot-central-power-bi/,8,303,"1,866",36.59%,246,90,101,,77.91583333,15.42887789,69,4.5,6,116,106,azure-iot;azure-iot-central;azure-blob-storage;power-bi;azure-event-hubs,developer,beginner
Write basic Python in Notebooks,https://docs.microsoft.com/en-us/learn/modules/basic-python-nasa/,9,388,"1,863",37.97%,237,90,100,2,49.8175,7.703737113,37,4.5,10,93,77,vs-code,student;data-scientist,beginner
Create an on-site event in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/create-event-marketing/,13,230,"1,861",31.73%,208,66,52,,86.36694444,22.53050725,112,5,1,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate
Create customer Power BI reports in Dynamics 365 Customer Voice,https://docs.microsoft.com/en-us/learn/modules/create-customer-power-bi-reports/,8,307,"1,855",16.90%,213,36,34,,64.83305556,12.67095548,51,4.666666667,3,,,dynamics-365;customer-voice,functional-consultant;business-user,intermediate
Configure Sales Insights,https://docs.microsoft.com/en-us/learn/modules/configuring-sales-insights/,8,237,"1,852",32.65%,196,64,62,2,66.30916667,16.7871308,116,4.333333333,3,,,dynamics-365;dynamics-sales;dynamics-sales-insights,business-user;functional-consultant,intermediate
Create classes in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/create-classes-finance-operations/,7,255,"1,843",61.76%,204,126,116,,81.09361111,19.08084967,80,4.857142857,7,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Start the machine learning lifecycle with MLOps,https://docs.microsoft.com/en-us/learn/modules/start-ml-lifecycle-mlops/,7,389,"1,834",19.67%,239,47,44,,83.74361111,12.91675236,30,5,2,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate
Work with data source limits (delegation limits) in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/modules/work-with-data-source-limits-powerapps-canvas-app/,5,478,"1,833",47.06%,272,128,120,1,79.4875,9.97751046,33,4.666666667,6,,,power-platform;power-apps,functional-consultant;maker,intermediate
Use knowledge articles to resolve Dynamics 365 Customer Service cases,https://docs.microsoft.com/en-us/learn/modules/consuming-knowledge-articles-for-case-resolutions/,8,301,"1,831",46.67%,225,105,110,,87.08111111,17.35836102,62,4.75,8,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate
Introduction to Microsoft Dataverse for developers,https://docs.microsoft.com/en-us/learn/modules/intro-cds-developers-power-platform/,5,444,"1,827",39.80%,304,121,101,2,88.71027778,11.98787538,30,5,3,,,dynamics-365;power-platform;power-apps;common-data-service,developer;functional-consultant,intermediate
Manage OneDrive migrations and deployment,https://docs.microsoft.com/en-us/learn/modules/m365-onedrive-collaboration-manage-migrations-deployment/,6,360,"1,821",53.99%,276,149,148,1,87.31583333,14.55263889,36,4.846153846,13,,,m365;office-365,administrator,intermediate
Perform accounts receivable daily procedures in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/accounts-receivable-daily-procedures-dyn365-finance/,14,218,"1,814",36.60%,153,56,54,,83.32722222,22.93409786,142,4.666666667,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,business-user;functional-consultant,intermediate
Active Directory handling in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/modules/pad-active-directory/,5,490,"1,813",38.03%,305,116,102,,53.635,6.56755102,32,5,4,,,power-platform;power-automate,administrator;developer;maker,advanced
Back up and restore databases,https://docs.microsoft.com/en-us/learn/modules/backup-restore-databases/,7,371,"1,812",43.72%,247,108,113,,68.30861111,11.04721473,41,5,10,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate
Connect Azure assets to Azure Defender,https://docs.microsoft.com/en-us/learn/modules/connect-azure-assets-to-azure-defender/,6,280,"1,807",71.84%,245,176,184,,70.42416667,15.09089286,35,5,3,,,azure;azure-security-center,security-operations-analyst,intermediate
Troubleshoot Apps and Channels,https://docs.microsoft.com/en-us/learn/modules/troubleshoot-apps-channels/,5,310,"1,804",74.18%,275,204,214,2,61.18555556,11.84236559,25,4.888888889,9,,,m365;office-teams,support-engineer,advanced
Store and Access NoSQL Data with Azure Cosmos DB and the Table API,https://docs.microsoft.com/en-us/learn/modules/store-access-data-cosmos-table-api/,4,573,"1,801",35.16%,492,173,174,,58.47861111,6.123414776,29,4.833333333,6,306,302,azure;azure-storage;azure-cosmos-db,developer,beginner
Planning for implementing SAP solutions on Azure,https://docs.microsoft.com/en-us/learn/modules/plan-implement-sap-solutions/,10,232,"1,793",46.70%,182,85,73,,119.3713889,30.87191092,81,5,3,,,azure,administrator,advanced
Hunt for threats using notebooks in Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/perform-threat-hunting-sentinel-with-notebooks/,7,270,"1,792",66.95%,233,156,166,,47.91944444,10.64876543,31,4.8,5,,,azure;azure-sentinel,security-operations-analyst,intermediate
Prepare to publish your Xamarin app,https://docs.microsoft.com/en-us/learn/modules/prepare-to-publish-your-xamarin-application/,7,317,"1,791",34.65%,228,79,81,1,62.33083333,11.79763407,26,4.75,8,,,xamarin;dotnet;vs,developer,beginner
