Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Build forms and optimize form performance in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-forms-optimize-finance-operations/,11,654,"6,554",45.17%,522,117,122,,208.7975,38.54723077,120,4.333333333,3,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Build full stack applications with Azure Static Web Apps and Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/build-full-stack-apps/,7,235,"1,434",39.76%,169,33,38,,37.925,19.61637931,39,5,2,18,16,azure-sql-database;github;vs-code;azure-functions;azure-app-service-static;azure-web-apps,developer;database-administrator;solution-architect;devops-engineer;data-engineer,intermediate
Build internet-connected Windows apps,https://docs.microsoft.com/en-us/learn/modules/build-internet-connected-windows10-apps/,3,592,"1,714",31.95%,340,54,58,,73.53527778,14.95632768,65,4,5,,,windows,developer,beginner
Build Microsoft Teams customization using the SharePoint Framework,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-teams-dev/,8,366,"1,518",26.67%,210,28,30,,28.47527778,9.336156648,65,5,1,,,m365;office-sp-framework,developer,intermediate
Build more complex flows with Power Automate,https://docs.microsoft.com/en-us/learn/modules/build-more-flows/,15,"11,512","78,952",26.95%,"7,452",996,"1,020",5,2072.123056,21.70141095,96,4.4,50,,,power-platform;power-automate,business-user;maker;functional-consultant,beginner
Build multi-table statements using KQL,https://docs.microsoft.com/en-us/learn/modules/build-multi-table-statements-kusto-query-language/,5,"1,611","6,772",41.60%,"1,182",245,255,,109.3697222,8.172083852,21,4.2,5,,,azure;azure-sentinel,security-operations-analyst,intermediate
Build Office add-ins for Excel,https://docs.microsoft.com/en-us/learn/modules/office-add-ins-excel/,8,766,"2,508",11.05%,344,19,16,,56.08,8.78537859,83,,,,,m365;office-add-ins,developer,intermediate
Build Office add-ins for Outlook,https://docs.microsoft.com/en-us/learn/modules/office-add-ins-outlook/,8,322,"1,550",27.66%,188,26,25,1,16.45361111,6.131780538,66,,,,,m365;office-add-ins,developer,intermediate
Build Office Add-ins for Word,https://docs.microsoft.com/en-us/learn/modules/office-add-ins-word/,8,644,"1,974",5.18%,388,10,12,,31.21972222,5.835462098,87,,,,,m365;office-add-ins,developer,intermediate
Build product road maps,https://docs.microsoft.com/en-us/learn/modules/build-product-roadmaps/,11,406,"1,754",16.22%,222,18,10,,45.28888889,13.38587849,41,5,3,,,azure,developer,beginner
Build real-time enterprise analytics solutions with Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/build-real-time-enterprise-analytics-solutions/,10,6,30,100.00%,2,1,1,,0.225,4.5,43,,,,,azure-machine-learning;power-bi;azure-synapse-analytics,business-analyst;business-owner;business-user;data-analyst,beginner
Build reports for Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-reports-finance-operations/,6,"1,053","5,268",34.58%,694,120,118,,137.9725,15.73830798,41,4.8,5,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Build reports using Power BI within Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/build-reports-using-power-bi-azure-synapse-analytics/,11,627,"3,926",40.96%,380,77,76,,38.85361111,7.495873526,53,5,1,,,azure,data-analyst;data-engineer,intermediate
Build reusable Bicep templates by using parameters,https://docs.microsoft.com/en-us/learn/modules/build-reusable-bicep-templates-parameters/,8,"1,045","7,506",47.71%,835,198,243,2,248.6377778,28.68897436,39,4.571428571,7,134,108,azure-resource-manager,devops-engineer;developer;administrator,intermediate
Build Serverless APIs with Azure Functions,https://docs.microsoft.com/en-us/learn/modules/build-api-azure-functions/,12,"3,625","25,175",31.35%,"1,989",311,345,2,390.6236111,12.96317294,41,4.733333333,45,289,231,azure;azure-functions,developer,beginner
Build serverless apps with Go and custom handlers,https://docs.microsoft.com/en-us/learn/modules/serverless-go/,8,"5,493","34,747",54.90%,"3,654","1,002","1,155",,730.9058333,16.01108069,26,4.378378378,74,,,vs,developer,beginner
Build social and emotional skills in your classroom community with Reflect,https://docs.microsoft.com/en-us/learn/modules/build-sel-skills-with-reflect/,7,156,914,53.49%,86,23,25,,11.32694444,8.713034188,34,5,5,,,office-teams,k-12-educator;school-leader,intermediate
Build systems of insights for enterprise scale with Power BI and Azure,https://docs.microsoft.com/en-us/learn/modules/build-systems-of-insights-for-enterprise-scale-with-power-bi-azure/,10,10,34,100.00%,2,1,1,,0.664166667,7.97,39,,,,,power-bi;azure-synapse-analytics,business-analyst;business-owner;business-user;data-analyst,beginner
Build tables in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-tables-finance-operations/,6,702,"4,422",44.84%,565,126,123,,164.1372222,28.21843362,66,4.333333333,3,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,beginner
Build user experience in Power Apps portals,https://docs.microsoft.com/en-us/learn/modules/build-user-experience-portals/,9,398,"2,128",46.43%,224,52,50,1,32.75305556,9.875293132,40,,,,,power-platform;power-apps,maker;functional-consultant;administrator,intermediate
Build workspaces in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/build-workspaces-finance-operations/,7,614,"3,816",44.26%,470,104,111,,99.82638889,19.51004343,74,5,2,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Build your first app with Power Apps and Dataverse for Teams,https://docs.microsoft.com/en-us/learn/modules/build-app-dataverse-teams/,7,"1,178","7,992",63.94%,907,289,286,1,115.2608333,11.78134583,24,4.666666667,12,,,power-platform;power-apps;common-data-service;office-teams,maker,beginner
Build your first Bicep deployment pipeline by using Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/build-first-bicep-deployment-pipeline-using-azure-pipelines/,10,"1,446","7,792",11.70%,911,53,51,,196.2886111,16.38013445,42,5,3,,,azure-resource-manager,devops-engineer;developer;administrator,intermediate
Build your first Bicep deployment workflow by using GitHub Actions,https://docs.microsoft.com/en-us/learn/modules/build-first-bicep-deployment-pipeline-using-github-actions/,10,607,"2,258",17.50%,242,21,23,,53.69277778,10.66743929,41,4.5,2,,,azure-resource-manager,devops-engineer;developer;administrator,intermediate
Build your first Bicep template,https://docs.microsoft.com/en-us/learn/modules/build-first-bicep-template/,10,"2,315","18,250",28.78%,"1,825",261,320,4,577.6897222,30.14033333,47,4.928571429,14,436,311,azure-resource-manager,devops-engineer;developer;administrator,beginner
Build your first microservice with .NET,https://docs.microsoft.com/en-us/learn/modules/dotnet-microservices/,6,"4,877","23,856",24.31%,"3,930",475,452,11,831.7097222,20.6209022,28,4.909090909,55,,,dotnet,developer,beginner
Build your first Power Automate Desktop flow,https://docs.microsoft.com/en-us/learn/modules/build-first-desktop-flow/,8,"26,329","99,492",16.12%,"13,426","1,080",929,7,1742.32,7.968534187,14,4.706521739,92,,,power-platform;power-automate,maker,beginner
Build your first workflow with Power Automate and Dataverse for Teams,https://docs.microsoft.com/en-us/learn/modules/build-first-workflow/,7,994,"6,712",63.13%,792,250,249,,101.2625,12.22484909,25,4.714285714,7,,,power-platform;power-automate,business-user;maker,beginner
Business continuity and disaster recovery for Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/business-continuity-disaster-recovery-azure-virtual-desktop/,6,858,"4,916",67.96%,669,227,251,,109.2325,15.31296729,34,4.769230769,13,,,azure;azure-virtual-desktop,administrator;developer;devops-engineer;data-engineer;solution-architect,intermediate
Business intelligence and analytics design for Dynamics 365 solutions,https://docs.microsoft.com/en-us/learn/modules/bi-analytics-design-dynamics-365/,7,351,"2,184",73.64%,258,95,102,,24.81583333,8.508285714,37,5,6,,,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,solution-architect;functional-consultant,advanced
C# testing in Visual Studio,https://docs.microsoft.com/en-us/learn/modules/visual-studio-test-tools/,7,"2,064","7,382",16.16%,931,75,77,,160.3358333,9.358122568,29,5,10,,,vs;dotnet,developer;student,beginner
Caching and performance in Azure storage disks,https://docs.microsoft.com/en-us/learn/modules/caching-and-performance-azure-storage-and-disks/,7,"2,348","10,074",49.02%,"1,330",326,345,,144.2702778,7.37326803,44,4.736842105,19,109,97,azure;azure-virtual-machines;azure-storage,developer;administrator,intermediate
Calculate and post depreciations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/calculate-post-depreciations/,6,192,890,43.28%,134,29,30,,12.61222222,7.882638889,34,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Calculate and post VAT settlements in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/settlements-dynamics-365-business-central/,4,275,"1,038",42.11%,191,40,35,,17.92027778,7.848296837,22,5,2,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Calculate job WIP in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/calculate-job-wip/,7,140,814,45.65%,92,21,20,,16.64472222,14.26690476,47,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Call an API from a Logic Apps workflow using a custom connector,https://docs.microsoft.com/en-us/learn/modules/logic-apps-and-custom-connectors/,7,817,"5,298",37.00%,548,101,107,,121.3836111,17.89438984,40,4.4,5,131,101,azure;azure-logic-apps,developer,beginner
Call methods from the .NET Class Library using C#,https://docs.microsoft.com/en-us/learn/modules/csharp-call-methods/,8,"7,521","57,640",55.49%,"6,246","1,718","1,846",10,1760.476111,28.19016991,32,4.790055249,181,,,dotnet,developer;student,beginner
Capture and view page load times in your Azure web app with Application Insights,https://docs.microsoft.com/en-us/learn/modules/capture-page-load-times-application-insights/,6,"3,526","20,332",73.02%,"2,617",958,"1,025",2,361.5791667,12.34058589,45,4.770491803,61,,,azure;dotnet;aspnet-core;dotnet-core;azure-application-insights;azure-monitor,administrator;developer,beginner
Capture Web Application Logs with App Service Diagnostics Logging,https://docs.microsoft.com/en-us/learn/modules/capture-application-logs-app-service/,8,"12,484","72,215",35.24%,"10,072","1,765","1,862",10,1743.092222,16.83062976,55,4.80141844,141,"1,241",978,azure;dotnet;aspnet-core;dotnet-core,developer;security-engineer,beginner
Case studies for Azure Health Bot,https://docs.microsoft.com/en-us/learn/modules/health-bot-case-studies/,5,82,350,57.89%,38,11,12,,1.534166667,2.245121951,11,5,3,,,vs,developer;student,beginner
Case studies: Distributed file systems,https://docs.microsoft.com/en-us/learn/modules/cmu-case-study-distributed-file-systems/,6,568,"1,414",14.72%,394,29,34,,25.88583333,5.468838028,67,,,,,azure,developer;student,beginner
Case studies: NoSQL databases and cloud object storage,https://docs.microsoft.com/en-us/learn/modules/cmu-case-study-nosql-databases/,6,420,"1,354",38.04%,184,35,36,,23.06222222,6.589206349,82,5,1,,,azure,developer;student,beginner
Centralize your core services by using hub and spoke Azure virtual network architecture,https://docs.microsoft.com/en-us/learn/modules/hub-and-spoke-network-architecture/,6,"2,286","14,000",64.00%,"1,859",592,617,,417.9963889,22.03847393,36,4.84375,32,348,322,azure;azure-virtual-network;azure-expressroute,solution-architect,intermediate
Certify and create open-source a Power Automate custom connector,https://docs.microsoft.com/en-us/learn/modules/open-source-connectors/,6,182,832,76.00%,100,38,40,,14.42944444,9.513919414,26,5,2,,,power-automate;power-platform,maker,intermediate
Chain Azure Functions together by using input and output bindings,https://docs.microsoft.com/en-us/learn/modules/chain-azure-functions-data-using-bindings/,8,"7,581","69,413",43.77%,"6,461","1,402","1,607",3,2636.367222,42.02498229,70,4.744186047,86,"2,553","1,945",azure;azure-cosmos-db;azure-functions;azure-storage,developer,beginner
Change how documents look in Business Central,https://docs.microsoft.com/en-us/learn/modules/change-documents-dynamics-365-business-central/,10,"1,101","7,142",28.76%,934,134,123,,183.8952778,20.09784457,76,4,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,beginner
Channelized Azure Health Bot,https://docs.microsoft.com/en-us/learn/modules/health-bot-channelized-bot/,5,80,270,47.37%,38,9,10,,2.979722222,4.469583333,32,5,3,,,vs,developer;student,beginner
Characterize DevOps Continuous Collaboration and Continuous Improvement,https://docs.microsoft.com/en-us/learn/modules/characterize-devops-continous-collaboration-improvement/,5,"1,632","9,278",79.53%,"1,355",536,589,2,179.4561111,13.26030378,17,4.692307692,26,,,azure,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,beginner
Choose a bot-building tool,https://docs.microsoft.com/en-us/learn/modules/choose-bot-building-tool/,8,"1,181","4,602",15.75%,585,46,34,1,69.855,7.103898305,34,4.5,4,,,azure;azure-bot-service,ai-engineer;developer;solution-architect;student;technology-manager,beginner
Choose a client application to use in a Privileged Access Workstation (PAW) with threat modeling,https://docs.microsoft.com/en-us/learn/modules/threat-modeling-secured-environment/,6,128,528,67.74%,62,21,24,1,7.071111111,6.629166667,52,,,,,azure;azure-iot-security-center;azure-security-center;m365-security-center;m365-ems-cloud-app-security,administrator;developer;devops-engineer;security-engineer;solution-architect,beginner;intermediate
Choose a compute provisioning solution for your application,https://docs.microsoft.com/en-us/learn/modules/choose-compute-provisioning/,6,"2,802","26,985",33.88%,"2,450",415,454,,506.2505556,21.77421744,50,4.76,25,957,731,azure,solution-architect,beginner
Choose a data storage approach in Azure,https://docs.microsoft.com/en-us/learn/modules/choose-storage-approach-in-azure/,6,"27,705","180,289",64.35%,"23,146","7,477","7,716",34,3956.354167,17.17167607,30,4.780238501,587,,,azure;azure-storage;azure-sql-database;azure-cosmos-db,developer,beginner
Choose a messaging model in Azure to loosely connect your services,https://docs.microsoft.com/en-us/learn/modules/choose-a-messaging-model-in-azure-to-connect-your-services/,6,"6,523","44,168",56.93%,"5,994","1,696","1,792",4,1768.122778,32.7430144,45,4.782178218,101,,,azure;azure-service-bus;azure-event-grid;azure-event-hubs,developer;solution-architect,beginner
Choose an Agile approach to software development,https://docs.microsoft.com/en-us/learn/modules/choose-an-agile-approach/,5,"5,194","27,609",64.52%,"4,019","1,293","1,364",3,800.0022222,18.56153648,40,4.836065574,122,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Choose the appropriate API for Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/modules/choose-api-for-cosmos-db/,10,"4,279","30,983",34.48%,"2,817",483,513,1,597.935,16.84323944,38,4.863636364,22,,,azure;azure-cosmos-db,developer,beginner
Choose the best AI service for your needs,https://docs.microsoft.com/en-us/learn/modules/ai-machine-learning-fundamentals/,8,"48,684","424,486",76.58%,"44,334","16,903","17,829",69,7688.785833,19.04107438,23,4.79340836,"1,244",,,azure;azure-bot-service;azure-cognitive-services;azure-machine-learning,administrator;business-owner;developer;student;technology-manager,beginner
Choose the best Azure IoT service for your application,https://docs.microsoft.com/en-us/learn/modules/iot-fundamentals/,8,"63,942","554,439",65.06%,"62,211","20,076","19,564",68,10443.39972,19.72561806,27,4.788326301,"1,422",,,azure;azure-iot-central;azure-iot-hub,administrator;business-owner;developer;student;technology-manager,beginner
Choose the best Azure landing zone to support your requirements for cloud operations,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-ready/,8,462,"2,608",48.20%,278,67,70,,70.87222222,18.40836941,89,5,2,,,azure,administrator;developer;solution-architect;auditor;business-analyst;business-owner;data-engineer;database-administrator;developer;devops-engineer;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,beginner
Choose the best Azure serverless technology for your business scenario (AZ-900),https://docs.microsoft.com/en-us/learn/modules/serverless-fundamentals/,7,"43,534","350,892",78.72%,"40,609","15,905","17,199",43,5599.9075,15.50862913,20,4.801519468,"1,053",,,azure;azure-functions;azure-logic-apps,administrator;developer;business-owner;student;technology-manager,beginner
Choose the best Azure service to automate your business processes,https://docs.microsoft.com/en-us/learn/modules/choose-azure-service-to-integrate-and-automate-business-processes/,7,"26,520","180,470",31.22%,"24,642","3,832","3,846",21,6408.719444,29.13937304,44,4.722891566,332,,,azure,developer,beginner
"Choose the best monitoring service for visibility, insight, and outage mitigation (AZ-900)",https://docs.microsoft.com/en-us/learn/modules/monitoring-fundamentals/,8,"39,462","366,560",78.11%,"37,369","14,520","15,757",7,4903.6175,14.97363988,22,4.777112939,"1,337",,,azure;azure-advisor;azure-monitor;azure-service-health,administrator;developer;business-owner;student;technology-manager,beginner
Choose the best service level of Azure NetApp Files for your HPC applications,https://docs.microsoft.com/en-us/learn/modules/choose-service-level-azure-netapp-files-hpc-applications/,5,172,830,85.48%,124,53,54,,8.323055556,5.806782946,15,5,2,,,azure-netapp-files,student;functional-consultant;solution-architect;technology-manager;administrator,beginner
Choose the best tools for managing and configuring your Azure environment (AZ-900),https://docs.microsoft.com/en-us/learn/modules/management-fundamentals/,10,"40,745","452,174",78.56%,"37,992","14,840","16,044",27,6232.033056,18.44706381,27,4.762806236,898,,,azure;azure-portal;azure-clis;azure-resource-manager,administrator;developer;business-owner;student;technology-manager,beginner
Choose the best tools to help organizations build better solutions (AZ-900),https://docs.microsoft.com/en-us/learn/modules/azure-devops-devtest-labs/,8,"41,893","393,728",78.15%,"39,211","15,249","16,525",31,6582.382778,18.98307939,21,4.727668845,918,,,azure;azure-devops,administrator;developer;business-owner;student;technology-manager,beginner
Choose the correct data type in your C# code,https://docs.microsoft.com/en-us/learn/modules/csharp-choose-data-type/,8,"2,754","16,514",38.33%,"2,431",465,445,4,426.2747222,18.61461669,34,4.875,40,,,dotnet,developer;student,beginner
Choose the correct HDInsight Configuration to build open source analytics solutions,https://docs.microsoft.com/en-us/learn/modules/hdinsight-config-open-source-solution/,7,146,816,60.42%,96,29,32,,13.31166667,10.94109589,40,5,2,,,azure-hdinsight,data-engineer;data-scientist,beginner
Choose the right Azure service for deploying your Java application,https://docs.microsoft.com/en-us/learn/modules/java-target-destinations/,6,"1,681","5,462",56.85%,585,166,181,1,91.99611111,6.571150794,25,4.8,10,,,azure;azure-spring-cloud;azure-functions;azure-app-service;azure-kubernetes-service,developer;administrator,beginner
Choose the right Azure services by examining service-level agreements (SLAs) and service lifecycle (AZ-900),https://docs.microsoft.com/en-us/learn/modules/choose-azure-services-sla-lifecycle/,7,"35,743","294,960",76.16%,"33,105","12,534","13,481",4,5531.5775,18.63111317,27,4.772918419,"1,189",,,azure,administrator;developer;business-owner;business-user;student;technology-manager,beginner
Choose the right device for the right space with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-rooms-right-device-space/,5,425,"2,148",78.82%,340,134,137,1,23.13666667,6.548113208,18,4.727272727,11,,,m365;office-teams,administrator,intermediate
Choose the right disk storage for your virtual machine workload,https://docs.microsoft.com/en-us/learn/modules/choose-the-right-disk-storage-for-vm-workload/,5,"5,506","32,519",83.72%,"4,772","1,996","2,161",27,732.1086111,16.0140418,24,4.794117647,170,,,azure;azure-virtual-machines;azure-disk-storage,solution-architect;administrator,beginner
Classify and moderate text with Azure Content Moderator,https://docs.microsoft.com/en-us/learn/modules/classify-and-moderate-text-with-azure-content-moderator/,6,164,702,17.02%,94,8,10,1,11.68666667,8.551219512,31,5,1,,,azure;azure-sdks;azure-cognitive-services,developer;solution-architect;ai-engineer,intermediate
Classify data for protection and governance,https://docs.microsoft.com/en-us/learn/modules/m365-compliance-information-classify-data/,7,"1,073","7,020",50.11%,908,227,235,,229.0952778,25.69292835,57,4.75,16,,,m365;office-365,administrator,intermediate
Classify endangered bird species with Custom Vision,https://docs.microsoft.com/en-us/learn/modules/cv-classify-bird-species/,9,214,924,11.32%,106,6,5,1,21.25722222,11.91993769,62,5,2,24,17,azure;azure-cognitive-services,developer;ai-engineer;student;data-analyst;data-scientist,beginner
Classify images,https://docs.microsoft.com/en-us/learn/modules/classify-images/,7,"1,167","8,582",74.04%,941,348,378,,75.92361111,7.813750715,48,4.777777778,18,,,azure-cognitive-services;azure-custom-vision,ai-engineer;developer,intermediate
Classify images with the Custom Vision service,https://docs.microsoft.com/en-us/learn/modules/classify-images-custom-vision/,6,"8,699","63,292",66.12%,"7,475","2,465","2,592",14,948.6461111,13.13004998,37,4.771812081,149,84,75,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Classify types of space rocks in photos by using artificial intelligence,https://docs.microsoft.com/en-us/learn/modules/train-test-predictive-ai-model-nasa/,9,208,"1,412",38.24%,137,26,26,,37.08777778,21.60453074,44,4.6,5,,,vs-code,student;data-scientist,beginner
"Clean, transform, and load data in Power BI",https://docs.microsoft.com/en-us/learn/modules/clean-data-power-bi/,10,"24,097","184,813",35.00%,"19,187","3,341","3,493",3,6278.12,31.43513311,121,4.747844828,464,,,power-bi;power-platform,data-analyst,intermediate
Close a fiscal year in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/close-fiscal-year-dynamics-365-business-central/,7,365,"2,216",36.76%,273,50,45,,52.76944444,17.39652015,55,4.5,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Close a job in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/close-job/,4,114,458,57.14%,84,24,25,,3.287222222,3.460233918,15,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Cloud management,https://docs.microsoft.com/en-us/learn/modules/cmu-data-center-cloud-service/,7,260,"1,392",61.73%,162,50,58,,13.98305556,6.453717949,40,,,,,azure,developer;student,beginner
Cloud security,https://docs.microsoft.com/en-us/learn/modules/cmu-cloud-security/,6,435,"2,100",39.67%,245,48,44,1,82.17805556,22.82723765,59,5,4,,,azure,administrator,beginner
Cloud storage overview,https://docs.microsoft.com/en-us/learn/modules/cmu-cloud-storage/,15,813,"6,302",14.55%,647,47,46,,61.25527778,9.052504105,163,5,1,,,azure,developer;student,beginner
Club MIE,https://docs.microsoft.com/en-us/learn/modules/club-mie/,7,26,62,33.33%,6,1,2,,0.066666667,0.307692308,20,,,,,minecraft;office-365,higher-ed-educator,beginner
Cluster scalability on AKS with cluster autoscaler,https://docs.microsoft.com/en-us/learn/modules/aks-cluster-autoscaling/,4,169,472,31.58%,76,12,13,,12.10638889,8.647420635,19,5,1,,,azure;azure-kubernetes-service,solution-architect;developer;devops-engineer,beginner
Code control statements in Python,https://docs.microsoft.com/en-us/learn/modules/intermediate-python-nasa/,9,664,"3,664",44.22%,399,88,86,,58.29416667,10.56691843,41,5,10,61,52,vs-code,student;data-scientist,beginner
Code-free transformation at scale with Azure Data Factory,https://docs.microsoft.com/en-us/learn/modules/code-free-transformation-scale/,10,"3,603","34,224",56.19%,"3,116",871,938,1,1095.394167,36.7993561,58,4.294117647,34,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,beginner
Collaborate faster using Microsoft Teams for higher education staff,https://docs.microsoft.com/en-us/learn/modules/collaborate-faster-microsoft-teams-higher-education-staff/,13,132,648,60.87%,46,14,14,,6.4275,5.843181818,58,5,3,,,office-teams;office-onenote,k-12-educator,beginner
Collaborate in teams and channels with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/collaborate-teams-channels-microsoft-teams/,9,"2,044","14,878",65.37%,"1,492",487,510,3,205.4983333,12.08813725,43,4.919354839,62,,,m365;office-teams,business-analyst;business-owner;business-user;student,beginner
Collaborate with colleagues through live Teams meetings and OneNote,https://docs.microsoft.com/en-us/learn/modules/collaborate-colleagues-live-teams-meetings-onenote/,11,12,112,60.00%,10,3,4,,1.260833333,12.60833333,60,,,,,office-teams,k-12-educator;school-leader,beginner
Collaborate with files and folders in SharePoint,https://docs.microsoft.com/en-us/learn/modules/m365-teams-sharepoint-file-collaboration/,7,"1,269","7,248",57.31%,879,251,233,2,116.0272222,11.01524262,22,4.722222222,18,,,m365,administrator,intermediate
Collaborate with Git,https://docs.microsoft.com/en-us/learn/modules/collaborate-with-git/,7,"2,129","15,122",65.01%,"1,581",511,564,5,340.1222222,19.27038086,44,4.857142857,63,354,286,azure;github,developer;student,beginner
Collect Input in Microsoft Teams with Task Modules,https://docs.microsoft.com/en-us/learn/modules/msteams-task-modules/,8,983,"5,486",46.73%,645,150,167,,105.9972222,13.00579414,72,4.428571429,7,,,m365;office-teams,developer,intermediate
Combine external applications for more customized productions with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-combine-external-applications-customized-productions/,6,122,348,66.67%,42,14,15,,6.033611111,5.934699454,36,5,1,,,office-teams;office-yammer,business-user;administrator,beginner
Combine multiple tables with JOINs in T-SQL,https://docs.microsoft.com/en-us/learn/modules/query-multiple-tables-with-joins/,9,"2,118","13,618",42.52%,"1,438",304,331,,375.1963889,21.33818325,62,4.837209302,43,,,azure-sql-database;sql-server;azure-sql-managed-instance;azure-sqlserver-vm;azure-sql-virtual-machines,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,beginner
Combine Power Automate desktop and cloud flows,https://docs.microsoft.com/en-us/learn/modules/pad-powerautomate/,5,"1,153","3,908",30.41%,686,104,102,,87.69888889,9.151188406,42,5,5,,,power-automate;power-platform,maker;developer;functional-consultant,beginner
Combine query results with set operators,https://docs.microsoft.com/en-us/learn/modules/combine-query-results-set-operators/,7,425,"2,742",58.22%,293,85,93,,45.06083333,12.75306604,48,4,4,,,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,advanced
Combine WinAutomation and Power Automate,https://docs.microsoft.com/en-us/learn/modules/winautomation-power-automate/,5,188,626,43.86%,114,25,27,,8.069722222,5.150886525,50,,,,,power-automate;power-platform,maker;developer;functional-consultant,beginner
Communicate between applications with Azure Queue storage,https://docs.microsoft.com/en-us/learn/modules/communicate-between-apps-with-azure-queue-storage/,9,"4,292","43,554",72.55%,"3,707","1,335","1,481",5,899.5530556,25.25652004,52,4.705882353,68,935,830,azure;azure-storage,developer;solution-architect,intermediate
Communicate effectively on GitHub by using Markdown,https://docs.microsoft.com/en-us/learn/modules/communicate-using-markdown/,5,"2,512","13,792",79.79%,"2,102",837,941,4,175.5997222,8.401900585,62,4.745762712,59,,,github;azure,devops-engineer;administrator;developer;solution-architect;student,beginner
Communicate using message boxes in Power Automate for desktop flows,https://docs.microsoft.com/en-us/learn/modules/pad-message-boxes/,5,792,"3,484",42.00%,602,126,122,,66.02305556,10.02881857,32,4.75,4,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Communicate using message boxes in WinAutomation processes,https://docs.microsoft.com/en-us/learn/modules/message-boxes/,6,80,468,62.96%,54,17,17,,1.802777778,2.704166667,39,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Communicate with others strategically through mirroring and coaching,https://docs.microsoft.com/en-us/learn/modules/communicate-strategically-mirror-coach/,7,142,698,56.25%,96,27,30,,7.060277778,5.966431925,30,5,2,,,azure,developer;student,beginner
Compare integrations in Finance and Operations apps with Dynamics AX 2012,https://docs.microsoft.com/en-us/learn/modules/compare-integration-ax-2012-finance-operations/,11,120,998,45.95%,74,17,18,,13.41972222,13.41972222,108,,,,,dynamics-finance-operations;dynamics-scm;dynamics-finance,solution-architect;functional-consultant;administrator,intermediate
Compare reporting and analytics in Finance and Operations apps with Dynamics AX 2012,https://docs.microsoft.com/en-us/learn/modules/compare-analytics-ax-2012-finance-operations/,8,100,522,53.33%,60,16,15,,10.63888889,12.76666667,61,,,,,dynamics-finance-operations;dynamics-scm;dynamics-finance,solution-architect;functional-consultant;administrator,intermediate
