Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
"Administer Power BI, Part 2 - Premium, Power BI embedded, automation",https://docs.microsoft.com/en-us/learn/paths/administer-power-bi-part-2/,4,896,"6,494",12.54%,327,41,43,1757,13.7594494,349,75,learn-bizapps.administer-power-bi-part-2,administrator,power-bi,intermediate
AZ-400: Facilitate communication and collaboration,https://docs.microsoft.com/en-us/learn/paths/az-400-facilitate-communication-collaboration/,6,"30,456","253,442",12.54%,"1,994",250,273,1757,23.82712821,"1,921",147,learn.az-400-facilitate-communication-collaboration,devops-engineer;administrator;developer;solution-architect,azure;azure-devops,beginner
Demonstrate fundamental knowledge of Microsoft 365 productivity and teamwork solutions,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,5,"26,030","318,293",12.53%,"17,320","2,171","2,386",1757,23.99382507,"10,936",125,learn.wwl.m365-productivity-teamwork-solutions,business-owner;business-user,m365;office-365,beginner
Architect modern applications in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-modern-apps/,7,"25,519","227,535",12.51%,"2,262",283,310,1757,19.39031245,"7,391",321,learn.architect-modern-apps,solution-architect,azure;azure-kubernetes-service;azure-container-instances;azure-app-service;azure-cache-redis,intermediate
Introduction to key Azure network security services,https://docs.microsoft.com/en-us/learn/paths/introduction-azure-networking-services/,5,"2,087","10,309",12.50%,184,23,29,1757,13.40124581,163,194,learn.introduction-azure-networking-services,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-private-link;azure-virtual-wan;azure-web-application-firewall,beginner
Plan and implement an high availability and disaster recovery environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,"1,081","8,141",12.48%,689,86,94,1757,25.37112242,"1,015",153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Discover the foundation of customizing Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/foundation-customize-business-central/,7,"1,284","12,460",12.46%,329,41,37,1757,24.07095016,451,405,learn-dynamics.foundation-customize-business-central,developer,dynamics-365;dynamics-business-central,intermediate;beginner
Create a business process flow in Power Automate,https://docs.microsoft.com/en-us/learn/paths/create-business-process-flow/,4,"5,188","40,330",12.45%,"3,462",431,461,1757,21.48951748,"3,957",184,learn-bizapps.create-business-process-flow,maker;functional-consultant;business-user,power-automate;power-platform,intermediate
Get started with the Linux command line and the Shell,https://docs.microsoft.com/en-us/learn/paths/shell/,2,"1,312","6,236",12.45%,474,59,72,1757,12.91660315,85,78,learn.shell.linux-command-line,devops-engineer;administrator;developer;student,azure-devops;azure,beginner;intermediate
Create financial reports in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-financial-reports-dynamics-365-business-central/,5,851,"5,448",12.40%,242,30,30,1757,12.35587544,491,224,learn-dynamics.create-financial-reports-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
AI business school for education,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-education/,12,"4,913","44,552",12.26%,465,57,58,1757,16.38535518,"1,506",582,learn.ai-business-school-education,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Configure and work with e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,203,"1,689",12.23%,139,17,19,1757,14.07101806,104,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Monitor and optimize operational resources in SQL Server,https://docs.microsoft.com/en-us/learn/paths/monitor-optimize-operational-resources-sql-server/,5,"1,285","10,897",12.21%,811,99,109,1757,26.59549935,839,190,learn.wwl.monitor-optimize-operational-resources-sql-server,administrator,azure,intermediate
"Work with Microsoft Power Platform tenants, environments, subscriptions, and Dynamics 365 apps",https://docs.microsoft.com/en-us/learn/paths/implementing-customer-engagement-apps/,4,"1,507","15,753",12.20%,"1,074",131,150,1757,40.3806127,"2,132",315,learn-dynamics.implementing-customer-engagement-online,administrator;business-user;functional-consultant,dynamics-365;power-platform,intermediate
AZ-104: Deploy and manage Azure compute resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,"30,491","421,679",12.02%,"7,797",937,"1,020",1757,27.10102981,"7,144",379,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner
Create a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,"49,218","315,871",11.99%,"18,079","2,168","1,789",1757,17.90715423,"11,508",134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner
Explore the Microsoft 365 platform services,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-365-platform-services/,8,"2,114","22,546",11.99%,951,114,126,1757,31.78836329,317,268,learn.wwl.explore-microsoft-365-platform-services,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
AZ-400: Develop a security and compliance plan,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,11,"56,495","751,119",11.98%,"2,104",252,224,1757,36.98772487,"2,622",428,learn.az-400-develop-security-compliance-plan,devops-engineer;administrator;developer;solution-architect;security-engineer,azure;azure-active-directory;azure-key-vault;azure-api-management;azure-monitor,beginner
AZ-104: Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,"15,437","377,180",11.89%,"8,273",984,"1,062",1757,53.52376649,"7,728",480,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner
Implement Microsoft identity – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,5,"2,765","20,345",11.69%,907,106,117,1757,20.3308921,"2,202",342,learn-m365.identity-associate,developer,m365;azure-active-directory,intermediate
Manage your Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,5,859,"8,104",11.69%,522,61,71,1757,17.84705083,252,156,learn.wwl.manage-your-microsoft-365-security-services,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Work with cases in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-cases-in-dynamics-365-for-customer-service/,3,"3,389","25,317",11.65%,"1,270",148,155,1757,27.33824629,"1,307",182,learn-bizapps.customer-service-hub-cases-slas,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner
Architect message brokering and serverless applications in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-messaging-serverless/,8,"14,719","217,036",11.57%,"1,841",213,235,1757,46.88674842,"5,681",376,learn.architect-messaging-serverless,solution-architect,azure;azure-functions;azure-event-hubs;azure-event-grid;azure-service-bus;azure-logic-apps,intermediate
Azure for the Data Engineer,https://docs.microsoft.com/en-us/learn/paths/azure-for-the-data-engineer/,3,"15,460","147,368",11.55%,"13,508","1,560","1,748",1757,32.60235985,"12,102",111,learn.data-ai.azure-for-the-data-engineer,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner
Manage customer engagement and shopping experience in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,234,"2,005",11.49%,148,17,17,1757,20.9951567,80,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate
Use Artificial Intelligence in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-artificial-intelligence/,3,232,"1,318",11.46%,157,18,20,1757,9.004741379,127,133,learn-dynamics.use-artificial-intelligence,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Azure Fundamentals part 1: Describe core Azure concepts (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-cloud-concepts/,3,"327,100","3,294,856",11.45%,"264,097","30,246","34,093",1757,30.14134821,"76,667",94,learn.az-900-describe-cloud-concepts,administrator;solution-architect;developer;student,azure;azure-resource-manager;azure-functions,beginner
Accessibility fundamentals,https://docs.microsoft.com/en-us/learn/paths/accessibility-fundamentals/,4,"4,003","29,243",11.43%,"3,194",365,389,1757,14.23331668,"2,997",145,learn.accessibility-fundamentals,administrator;student,m365,beginner
Implement Mobile Device Management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,4,602,"4,519",11.38%,325,37,39,1757,16.93028793,155,126,learn.wwl.implement-mobile-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Prepare for device management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/prepare-for-device-management-microsoft-365/,5,541,"3,714",11.38%,325,37,41,1757,15.90224892,151,142,learn.wwl.prepare-for-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage events in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,589,"5,060",11.38%,378,43,44,1757,25.17071307,653,244,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate
Learn how Microsoft supports secure software development as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-software-development-for-cybersecurity/,8,"43,758","340,833",11.33%,415,47,35,1757,21.58001623,150,357,learn-m365.cybersecurity-secure-software,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Work with Expense management in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/work-expense-management/,4,641,"6,689",11.32%,265,30,32,1757,19.63169527,187,345,learn-dynamics.work-expense-management,business-user;functional-consultant;administrator,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations,intermediate
AZ-500 part 4: Manage security operation,https://docs.microsoft.com/en-us/learn/paths/manage-security-operation/,3,"1,428","10,393",11.31%,"1,105",125,143,1757,15.43744164,167,93,learn.wwl.manage-security-operation,administrator;security-engineer,azure;azure-monitor;azure-security-center;azure-sentinel,intermediate
Administer infrastructure resources in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,"47,724","456,263",11.31%,"1,884",213,157,1757,25.67238985,"9,695",665,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner
Design and configure Microsoft Teams Rooms,https://docs.microsoft.com/en-us/learn/paths/m365-teams-rooms/,8,"1,510","15,103",11.25%,782,88,94,1757,16.17737307,"1,061",267,learn-m365.m365-teams-rooms,administrator,m365;office-teams,intermediate
Set up engineering change management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/set-up-engineering-change-management/,4,173,"1,561",11.25%,80,9,10,1757,18.55404624,42,268,learn-dynamics.set-up-engineering-change-management,administrator;functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Plan and Implement Data Platform Resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,3,"2,298","15,953",11.21%,"1,124",126,133,1757,22.75564984,"1,415",176,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Set up Microsoft Teams meetings for your organization,https://docs.microsoft.com/en-us/learn/paths/m365-teams-setup-meetings/,3,857,"5,525",11.16%,672,75,86,1757,10.64603267,"1,251",56,learn-m365.teams-meetings,administrator,office-teams,intermediate
Configure and work with call centers in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,132,651,11.11%,108,12,12,1757,5.839772727,82,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Plan your Windows devices deployment strategy,https://docs.microsoft.com/en-us/learn/paths/plan-your-windows-10-deployment-strategy/,5,465,"3,867",11.11%,288,32,36,1757,17.6216129,110,161,learn.wwl.plan-your-windows-10-deployment-strategy,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Deploy a website to Azure with Azure App Service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,"22,971","210,678",11.10%,"6,565",729,814,1757,18.25328385,"8,234",243,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner
Manage your enterprise deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-enterprise-deployment-m365/,6,"4,608","30,633",11.00%,"2,145",236,274,1757,19.07573061,"5,622",157,learn-m365.manage-enterprise-deployment-m365,administrator,m365,beginner
AZ-500 part2: Implement platform protection,https://docs.microsoft.com/en-us/learn/paths/implement-platform-protection/,4,"1,439","18,710",10.90%,"1,257",137,156,1757,37.26196433,163,165,learn.wwl.implement-platform-protection,administrator;security-engineer,azure;azure-active-directory;azure-firewall,intermediate
Work with Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/work-asset-management-dyn365-supply-chain-mgmt/,12,776,"9,068",10.88%,193,21,21,1757,22.53752148,568,792,learn-dynamics.work-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Get started with Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,"1,287","9,739",10.88%,763,83,77,1757,21.05639731,985,210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner
Use advanced data options and connectors in Power Apps,https://docs.microsoft.com/en-us/learn/paths/advanced-data-options-and-connectors/,4,"2,097","8,506",10.81%,555,60,68,1757,12.97034653,"1,791",141,learn-bizapps.advanced-data-options-and-connectors,functional-consultant;maker,power-platform;power-apps,advanced
Store data in Azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,"30,348","445,756",10.81%,"11,323","1,224","1,379",1757,32.42020177,"13,069",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner
Explore data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-data-governance-microsoft-365/,6,571,"4,961",10.78%,334,36,39,1757,22.11278459,157,225,learn.wwl.introduction-to-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Get started using Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/get-started-cds/,7,"23,342","255,154",10.78%,"8,416",907,860,1757,31.81875446,"5,234",325,learn-dynamics.get-started-using-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,beginner
Manage hybrid infrastructure with Azure Arc,https://docs.microsoft.com/en-us/learn/paths/manage-hybrid-infrastructure-with-azure-arc/,5,"1,211","7,220",10.71%,448,48,46,1757,19.96213873,235,195,learn.manage-hybrid-infrastructure-with-azure-arc,solution-architect,azure;azure-arc,beginner
MS-500 part 4: Manage Governance and Compliance Features in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,10,"2,469","24,044",10.58%,822,87,108,1757,23.21086135,117,458,learn.wwl.manage-governance-compliance-features-microsoft-365,administrator;security-engineer;technology-manager,office-365,intermediate
Get started with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/evolve-your-devops-practices/,4,"13,119","97,666",10.58%,"8,742",925,"1,034",1757,21.91124578,"10,512",110,learn.azdo.evolve-your-devops-practices,devops-engineer;administrator;developer,azure-devops,intermediate
Architect compute infrastructure in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate
Distributed programming on the cloud,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-distributed-programming/,5,"1,125","4,788",10.37%,241,25,30,1757,13.12143704,936,414,learn.cmu-cloud-computing.distributed-programming,developer;student,azure,beginner;intermediate
Deploy and configure Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-dynamics-365-business-central/,8,"2,615","39,762",10.37%,"1,447",150,147,1757,38.68722116,"1,329",464,learn-dynamics.deploy-configure-dynamics-365-business-central,functional-consultant;administrator;business-user,dynamics-365;dynamics-business-central,intermediate
Azure Database for PostgreSQL,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-postgres/,3,961,"6,728",10.29%,243,25,32,1757,14.39502255,303,115,learn.azure.azure-database-for-postgresql,administrator;developer;solution-architect;student,azure;azure-database-postgresql,beginner
Add logic to your applications with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-logic/,5,"4,583","42,721",10.28%,"3,365",346,439,1757,24.94925085,"5,309",120,learn.languages.csharp-logic,developer,dotnet,beginner
Secure your cloud applications in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-apps/,6,"16,526","173,197",10.27%,"6,064",623,684,1757,27.8036498,"10,151",336,learn.security.secure-your-cloud-apps,solution-architect;developer;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate;advanced
Architect API integration in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,"8,530","78,157",10.24%,"2,296",235,257,1757,22.68205549,"6,283",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate
Extend Microsoft Viva Connections,https://docs.microsoft.com/en-us/learn/paths/m365-extend-viva-connections/,4,771,"4,559",9.98%,551,55,55,1757,11.20856031,20,95,learn-m365.m365-extend-viva-connections,developer,m365,beginner
Set up Dynamics 365 Marketing and configure advanced settings,https://docs.microsoft.com/en-us/learn/paths/get-started-with-marketing/,3,988,"8,399",9.97%,732,73,80,1757,27.81818489,950,157,learn-dynamics.set-up-dynamics-365-marketing,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Manage information protection and governance,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-information/,7,"2,656","26,422",9.96%,833,83,73,1757,32.80513303,"1,783",322,learn-m365.m365-compliance-information,administrator;auditor,m365,intermediate
AZ-500 part 3: Secure your data and applications,https://docs.microsoft.com/en-us/learn/paths/secure-your-data-applications/,4,"1,247","12,661",9.90%,"1,050",104,121,1757,22.9982625,148,150,learn.wwl.secure-your-data-applications,administrator;security-engineer,azure;azure-active-directory;azure-key-vault;azure-sql-database;azure-sql-managed-instance,intermediate
Azure Stack HCI foundations,https://docs.microsoft.com/en-us/learn/paths/azure-stack-hci-foundations/,4,"1,456","9,212",9.89%,829,82,96,1757,23.73341346,460,179,learn.azure-stack-hci-foundations,administrator;ai-edge-engineer;business-owner;data-engineer;database-administrator;devops-engineer;privacy-manager;security-engineer;solution-architect;student;technology-manager,azure-stack-hci;azure-stack-hub;azure-stack-edge,beginner
Work with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/work-power-apps-portals/,6,"1,495","10,404",9.89%,445,44,44,1757,17.31316611,570,260,learn-bizapps.work-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate
Extending Microsoft Power Platform user experience Model Driven apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,"1,664","9,823",9.81%,530,52,49,1757,15.96646635,"1,519",118,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate
SC-200 part 4: Create queries for Azure Sentinel using Kusto Query Language (KQL),https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,"2,788","22,586",9.75%,"1,970",192,225,1757,16.57064802,781,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate
Deploy Azure resources by using Bicep and Azure Pipelines,https://docs.microsoft.com/en-us/learn/paths/bicep-azure-pipelines/,5,"1,487","7,888",9.74%,154,15,16,1757,16.21230666,7,212,learn.bicep-azure-pipelines,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate
Configure and work with transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,534,"3,177",9.71%,278,27,31,1757,24.42730961,500,103,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,"1,502","11,303",9.63%,405,39,44,1757,31.41051931,528,548,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Get started with managing Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,4,"5,241","63,704",9.61%,"4,497",432,478,1757,41.64297208,518,206,learn.wwl.get-started-managing-microsoft-teams,administrator,m365;office-teams,intermediate
AZ-204: Implement Azure Functions,https://docs.microsoft.com/en-us/learn/paths/implement-azure-functions/,3,"1,034","7,713",9.59%,782,75,85,1757,22.74785622,92,83,learn.wwl.implement-azure-functions,developer,azure;azure-functions,intermediate
Master planning in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,974,"9,997",9.43%,509,48,51,1757,30.07257016,225,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
AZ-204: Create Azure App Service web apps,https://docs.microsoft.com/en-us/learn/paths/create-azure-app-service-web-apps/,4,826,"6,696",9.42%,616,58,68,1757,19.74291768,69,108,learn.wwl.create-azure-app-service-web-apps,developer,azure;azure-app-service,intermediate
Windows Server high availability,https://docs.microsoft.com/en-us/learn/paths/windows-server-high-availability/,4,"1,072","7,295",9.40%,521,49,59,1757,16.25163246,525,203,learn.wwl.windows-server-high-availability,administrator;security-engineer;solution-architect,windows-server,intermediate
MS-500 part 2 - Implement and manage threat protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,12,"8,115","75,603",9.37%,"1,355",127,154,1757,26.27956459,155,412,learn.wwl.implement-manage-threat-protection,administrator;security-engineer;technology-manager,defender-identity;defender-office365,intermediate
Create components with Power Apps Component Framework,https://docs.microsoft.com/en-us/learn/paths/use-power-apps-component-framework/,3,"2,460","15,573",9.33%,"1,619",151,152,1757,18.74355014,"1,241",156,learn-dynamics.use-power-apps-component-framework,developer,dynamics-365;power-platform;power-apps,advanced
Get started with development in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/development-get-started-business-central/,6,"1,021","13,476",9.30%,688,64,74,1757,32.61154097,507,248,learn-dynamics.development-get-started-business-central,developer,dynamics-365;dynamics-business-central,beginner
Deploy Teams phone systems with Direct Routing,https://docs.microsoft.com/en-us/learn/paths/m365-teams-direct-routing/,4,806,"5,642",9.28%,485,45,58,1757,17.98846154,926,126,learn-m365.teams-direct-routing,administrator,office-teams,intermediate
Configure and use point of sale in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,467,"3,103",9.24%,184,17,17,1757,22.2694147,105,327,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Data integration at scale Azure Data Factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,"9,277","155,430",9.23%,"6,037",557,627,1757,53.3517211,"2,612",348,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate
AZ-204: Implement infrastructure as a service solutions,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-iaas-solutions/,4,572,"4,577",9.21%,315,29,34,1757,18.59577506,30,121,learn.wwl.az-204-implement-iaas-solutions,developer,azure;azure-container-instances;azure-container-registry;azure-resource-manager;azure-virtual-machines,intermediate
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,"10,047","115,027",9.19%,"6,811",626,674,1757,33.43325371,"1,431",163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner
Securely connect IoT devices to the cloud,https://docs.microsoft.com/en-us/learn/paths/securely-connect-iot-devices/,6,"2,427","26,536",9.13%,"1,008",92,101,1757,35.79811152,"1,894",329,learn.securely-connect-iot-devices-to-cloud,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
Use best practices to secure and govern Microsoft Power Platform environments,https://docs.microsoft.com/en-us/learn/paths/best-practices-environments/,8,"4,674","47,177",9.10%,"3,166",288,262,1757,28.57440807,"2,322",386,learn-bizapps.best-practices-environments,administrator;functional-consultant,power-automate;power-platform;power-apps,intermediate
Deploy and extend Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/deploy-dynamics-365-commerce/,6,539,"3,770",9.09%,121,11,12,1757,17.02149041,170,533,learn-dynamics.deploy-dynamics-365-commerce,functional-consultant;solution-architect;developer;administrator,dynamics-365;dynamics-commerce,beginner
Manage team collaboration with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-manage-team-collaboration/,5,"6,953","51,489",9.00%,"4,243",382,410,1757,15.95717916,"16,621",91,learn-m365.m365-manage-team-collaboration,administrator,m365;office-teams;office-365,beginner
Explore security metrics in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-microsoft-365-security-metrics/,6,"1,475","13,538",9.00%,822,74,85,1757,29.63225989,199,194,learn.wwl.introduction-to-microsoft-365-security-metrics,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Extending Microsoft Power Platform Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-common-data-service/,2,746,"3,664",8.97%,446,40,48,1757,17.62088919,"1,733",123,learn-dynamics.extend-power-platform-common-data-service,developer,dynamics-365;power-platform;power-apps,intermediate
Build custom connectors for Power Automate,https://docs.microsoft.com/en-us/learn/paths/build-custom-connectors/,7,902,"6,328",8.91%,393,35,36,1757,18.17341094,191,259,learn-bizapps.build-custom-connectors,maker,power-platform;power-automate,intermediate
Work with relational data in Azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,"7,172","54,149",8.89%,"1,170",104,111,1757,19.60630229,"6,753",310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate
"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,"1,311","13,197",8.88%,439,39,43,1757,28.49505467,717,449,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
