Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Implement Windows Server IaaS VM Identity,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-identity/,2,736,"3,213",11.81%,127,15,18,4173,9.365149457,295,148,learn.wwl.implement-windows-server-iaas-vm-identity,administrator;solution-architect;technology-manager,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-virtual-machines,intermediate
Implement Windows Server IaaS VM networking,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-networking/,3,321,"1,759",18.42%,114,21,23,4173,5.821339564,282,172,learn.wwl.implement-windows-server-iaas-vm-networking,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,intermediate
Implement Windows Server IaaS VM Security,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-security/,6,544,"3,123",19.42%,103,20,22,4173,6.236917892,301,263,learn.wwl.implement-windows-server-iaas-vm-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Implementing Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/implementing-dyn365-field-service/,4,959,"8,771",10.63%,640,68,55,4173,37.04471672,714,302,learn-bizapps.implementing-dyn365-field-service,functional-consultant,dynamics-365;dynamics-field-service,intermediate
Improve business performance with AI Builder,https://docs.microsoft.com/en-us/learn/paths/improve-business-performance-ai-builder/,9,"3,442","33,620",21.06%,883,186,198,4173,18.59583575,"1,069",413,learn-bizapps.improve-business-performance-ai-builder,maker;business-user,ai-builder,beginner
Improve your reliability with modern operations practices,https://docs.microsoft.com/en-us/learn/paths/improve-reliability-modern-operations/,6,793,"9,013",21.58%,190,41,49,4173,28.43743169,596,170,learn.improve-reliability-modern-operations,administrator;devops-engineer;solution-architect;technology-manager,azure,beginner
Integrate Power Automate flows and Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-dataverse-power-automate/,2,207,"1,198",24.59%,122,30,31,4173,8.455797101,76,23,learn-bizapps.integrate-dataverse-power-automate,maker;developer,power-platform;power-automate;common-data-service,intermediate
Integrate SharePoint and Power Automate,https://docs.microsoft.com/en-us/learn/paths/integrate-power-automate/,7,"2,457","12,836",13.30%,406,54,54,4173,9.12035002,245,135,learn-bizapps.integrate-power-automate,maker;functional-consultant;business-user,power-platform;power-automate,intermediate
Integrate with Microsoft Power Platform and Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/integrate-power-platform/,2,"1,256","8,785",17.12%,853,146,163,4173,17.65307856,"1,029",246,learn-dynamics.integrate-power-platform,developer,power-apps;power-platform,advanced
Interface with Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/interface-with-business-central/,5,804,"6,356",5.08%,256,13,15,4173,14.78779022,202,259,learn-dynamics.interface-with-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Introduce DevOps Dojo: Create efficiencies that support your business,https://docs.microsoft.com/en-us/learn/paths/devops-dojo-white-belt-foundation/,6,"2,677","29,904",23.34%,"1,217",284,295,4173,26.63422986,"4,991",120,learn.wwl.devops-dojo-white-belt-foundation,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,azure,beginner
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,"75,781","511,176",25.41%,"1,149",292,309,4173,17.95036003,"1,345",325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner
Introduction to AI technology for business leaders,https://docs.microsoft.com/en-us/learn/paths/ai-technology-for-business-leaders/,2,"1,892","13,576",24.26%,577,140,149,4173,8.759628259,"2,465",91,learn.ai-technology-for-business-leaders,functional-consultant;business-user,azure;dynamics-365;m365,beginner
Introduction to Azure IoT,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,8,"7,476","72,837",5.96%,"3,406",203,213,4173,25.00512529,"4,543",303,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
Introduction to configuration in Dynamics 365 model-driven apps,https://docs.microsoft.com/en-us/learn/paths/introduction-configuration-dynamics-365-model-driven-apps/,3,"1,091","9,178",16.05%,617,99,103,4173,17.4964864,"1,191",63,learn.wwl.introduction-configuration-dynamics-365-model-driven-apps,administrator;business-analyst;business-user;developer;functional-consultant,dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-platform,beginner
Introduction to developing with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,"1,873","26,544",9.24%,"1,006",93,99,4173,40.07794091,"1,135",530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner
Introduction to developing with Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,"3,351","12,299",3.08%,"2,795",86,80,4173,9.758534766,"3,672",111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate
Introduction to key Azure network security services,https://docs.microsoft.com/en-us/learn/paths/introduction-azure-networking-services/,5,"1,397","6,908",8.02%,162,13,13,4173,11.00138392,149,194,learn.introduction-azure-networking-services,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-private-link;azure-virtual-wan;azure-web-application-firewall,beginner
Introduction to Kubernetes on Azure,https://docs.microsoft.com/en-us/learn/paths/intro-to-kubernetes-on-azure/,6,"12,211","82,066",3.70%,"2,273",84,93,4173,25.30062785,"3,621",294,learn.intro-to-kubernetes-on-azure,administrator;developer;solution-architect;devops-engineer,azure;azure-kubernetes-service,beginner
Introduction to machine learning with Python and Azure Notebooks,https://docs.microsoft.com/en-us/learn/paths/intro-to-ml-with-python/,3,862,"3,699",4.48%,736,33,38,4173,6.996113689,"5,081",131,learn.data-ai.intro-to-ml-with-python,developer;data-scientist,azure;azure-portal,beginner
Introduction to Python for data science,https://docs.microsoft.com/en-us/learn/paths/introduction-python-data-science/,4,5,8,,1,,,4173,1.18,5,329,learn.reactors.introduction-python-data-science,developer;student;data-scientist,azure;vs-code,beginner
Introduction to Secure Application Delivery with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-application-delivery/,4,"1,411","7,130",10.00%,140,14,14,4173,12.04340893,44,135,learn.secure-application-delivery,business-user,azure-front-door;azure-web-application-firewall;azure-private-link;azure-bastion,beginner
Introduction to Secure Network Infrastructure with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-networking-infrastructure/,5,"1,284","6,683",11.48%,122,14,14,4173,12.35784008,54,182,learn.secure-networking-infrastructure,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-virtual-wan;azure-private-link,beginner
Introduction to version control with Git,https://docs.microsoft.com/en-us/learn/paths/intro-to-vc-git/,3,"3,255","20,967",8.96%,"1,562",140,163,4173,13.88646697,"3,846",170,learn.student-evangelism.intro-to-vc-git,developer,azure;github,beginner
Java on Azure,https://docs.microsoft.com/en-us/learn/paths/java-on-azure/,16,"4,391","28,082",2.34%,"1,579",37,38,4173,10.35052759,907,619,learn.java-on-azure,developer;devops-engineer;maker;solution-architect;student;technology-manager,azure;azure-active-directory;azure-app-service;azure-app-service-web;azure-cache-redis;azure-clis;azure-cosmos-db;azure-database-mysql;azure-spring-cloud;azure-web-apps;msal-java;azure-service-bus,beginner;intermediate;advanced
Large-Scale Data Processing with Azure Data Lake Storage Gen2,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,"9,716","79,808",19.68%,"2,337",460,485,4173,18.62485248,"4,221",125,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner
Learn about the data management foundation in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/data-management-foundation-business-central/,3,374,"2,440",8.42%,95,8,8,4173,10.92263815,147,189,learn-dynamics.data-management-foundation-business-central,developer,dynamics-365;dynamics-business-central,intermediate
Learn how Microsoft safeguards customer data,https://docs.microsoft.com/en-us/learn/paths/audit-safeguard-customer-data/,13,"2,120","17,346",10.02%,569,57,59,4173,10.27421384,671,355,learn-m365.audit-safeguard-customer-data,auditor;privacy-manager;risk-practitioner,m365,beginner
Learn how Microsoft supports cloud adoption as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-cloud-adoption-cybersecurity/,2,"28,675","316,356",39.17%,217,85,91,4173,32.24429352,163,91,learn-m365.cybersecurity-secure-cloud-adoption,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
"Learn how Microsoft supports data discovery, classification, and protection as part of a cybersecurity solution",https://docs.microsoft.com/en-us/learn/paths/data-identification-cybersecurity/,9,"3,491","27,672",20.00%,155,31,32,4173,24.71331042,120,368,learn-m365.cybersecurity-data,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn how Microsoft supports secure software development as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/secure-software-development-for-cybersecurity/,8,"43,699","330,384",4.61%,347,16,19,4173,22.03129057,97,391,learn-m365.cybersecurity-secure-software,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn how Microsoft supports using multifactor authentication as part of a cybersecurity solution,https://docs.microsoft.com/en-us/learn/paths/implement-mfa-for-cybersecurity/,3,"3,317","25,601",38.41%,164,63,67,4173,19.37397247,118,134,learn-m365.cybersecurity-multifactor-authentication,administrator;security-operations-analyst;security-engineer,m365;azure,beginner
Learn the application foundation with the AL programming language for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/application-foundation-al-language/,9,"1,838","20,017",8.29%,736,61,52,4173,24.62981502,467,505,learn-dynamics.application-foundation-al-language,developer,dynamics-365;dynamics-business-central,intermediate;beginner
"Learn the basics of Power BI Desktop, Power Automate, and PowerApps",https://docs.microsoft.com/en-us/learn/paths/power-platform-introduction/,3,"80,325","467,547",65.61%,"1,486",975,998,4173,12.83290839,"2,522",202,learn.wwl.power-platform-introduction,business-user,power-apps;power-platform,intermediate
Learn the business value of Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-azure/,8,"8,029","71,771",17.83%,"1,722",307,326,4173,16.22778262,"4,025",297,learn-wwl.learn-business-value-of-azure-v1-1,business-user,azure,beginner
Learn the fundamentals of Microsoft Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,"3,658","44,924",27.30%,923,252,266,4173,31.03748861,262,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner
Learn the fundamentals of Microsoft Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,"7,996","102,538",24.72%,"2,536",627,678,4173,31.55570285,622,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner
Learn the fundamentals of Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-field-service/,6,"7,570","103,923",30.37%,"1,607",488,520,4173,33.07797886,445,234,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-field-service,beginner
Learn the fundamentals of Microsoft Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-finance/,5,"4,311","62,489",22.29%,"1,902",424,440,4173,33.72253151,412,184,learn.wwl.explore-microsoft-dynamics-365-finance,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-finance,beginner
Learn the fundamentals of Microsoft Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-human-resources/,3,"3,779","44,625",29.07%,"1,001",291,307,4173,28.14670989,264,105,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-human-resources,beginner
Learn the fundamentals of Microsoft Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,"10,926","127,332",11.41%,"7,609",868,918,4173,28.69791323,"1,083",163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner
Learn the fundamentals of Microsoft Dynamics 365 Project Operations (CRM),https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-project-operations-crm/,5,"7,978","108,064",27.05%,"2,270",614,644,4173,31.45922537,664,185,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-project-operations,beginner
Learn the fundamentals of Microsoft Dynamics 365 Project Operations (ERP),https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-project-operations-erp/,3,"3,750","49,137",33.78%,"1,119",378,387,4173,30.53046222,322,158,learn.wwl.explore-microsoft-dynamics-365-project-operations-erp,business-owner;business-user;functional-consultant;student,dynamics-365,beginner
Learn the fundamentals of Microsoft Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-sales/,4,"8,739","114,151",21.69%,"3,384",734,779,4173,31.64340695,828,191,learn.wwl.explore-microsoft-dynamics-365-sales,business-analyst;business-owner;functional-consultant;student,dynamics-365;dynamics-sales,beginner
Learn the fundamentals of Microsoft Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-supply-chain-management/,5,"4,628","67,705",11.21%,"2,907",326,335,4173,40.05577643,500,221,learn.wwl.explore-microsoft-dynamics-365-supply-chain-management,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-scm,beginner
Linux on Azure,https://docs.microsoft.com/en-us/learn/paths/azure-linux/,14,"149,812","2,029,267",2.90%,"3,729",108,117,4173,32.6688929,"2,251",584,learn.azure-linux,solution-architect;administrator;developer,azure,beginner
"Machine learning: Regression, classification, and clustering",https://docs.microsoft.com/en-us/learn/paths/machine-learning-three-basic-pillars/,3,44,135,5.56%,36,2,2,4173,4.067424242,5,229,learn.reactors.machine-learning-three-basic-pillars,developer;student;data-scientist,azure;vs-code,beginner
Manage a company with multiple locations in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-multiple-locations/,4,172,"1,410",21.13%,71,15,15,4173,10.20784884,113,141,learn-dynamics.manage-multiple-locations,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage advanced fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-advanced-fixed-assets-transactions/,5,214,"1,587",30.51%,59,18,17,4173,12.30989097,101,165,learn-dynamics.manage-advanced-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage basic fixed assets transactions in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-transactions/,3,165,"1,185",33.96%,53,18,18,4173,8.680707071,123,99,learn-dynamics.manage-fixed-assets-transactions,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
"Manage chat, teams, channels, and apps in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,142,"1,539",19.63%,107,21,22,4173,7.149413146,85,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate
Manage cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-manage-cloud-resources/,3,940,"5,590",15.34%,189,29,31,4173,22.7326773,"1,455",151,learn.cmu-cloud-admin.cmu-manage-cloud-resources,administrator;student,azure,beginner
Manage content search and investigations in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,3,179,928,8.99%,89,8,8,4173,8.27113594,71,112,learn.wwl.manage-content-search-investigations-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage customer engagement and shopping experience in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,207,"1,731",14.96%,127,19,20,4173,12.57504026,77,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate
Manage data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-data-governance-microsoft-365/,5,139,"1,038",15.07%,73,11,11,4173,13.20323741,84,155,learn.wwl.manage-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage events in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/manage-events-dynamics-365-marketing/,4,569,"5,396",12.63%,372,47,47,4173,19.10585823,638,244,learn-dynamics.manage-events-dynamics-marketing,business-user;functional-consultant,dynamics-365;dynamics-marketing,intermediate
Manage fixed asset maintenance and insurances in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-fixed-assets-maintenance-insurances/,4,129,973,39.53%,43,17,19,4173,9.69625323,95,112,learn-dynamics.manage-fixed-assets-maintenance-insurances,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage hybrid infrastructure with Azure Arc,https://docs.microsoft.com/en-us/learn/paths/manage-hybrid-infrastructure-with-azure-arc/,4,485,"2,652",8.33%,180,15,16,4173,20.97257732,198,152,learn.manage-hybrid-infrastructure-with-azure-arc,solution-architect,azure;azure-arc,beginner
Manage identities and governance for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-identities-governance/,14,"47,432","550,926",28.57%,728,208,218,4173,29.03636399,910,496,learn.azure-admin-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner
Manage identity and access in Azure Active Directory,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,"60,090","550,256",8.89%,"9,642",857,893,4173,22.50016004,"16,750",317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate
Manage information protection and governance,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-information/,7,"2,785","25,057",10.38%,"1,098",114,117,4173,27.67480551,"1,637",321,learn-m365.m365-compliance-information,administrator;auditor,m365,intermediate
Manage insider risk in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-compliance-insider/,5,"1,817","13,940",15.38%,"1,040",160,184,4173,20.70727389,"1,426",223,learn-m365.m365-compliance-insider,administrator;auditor,m365;office-365,intermediate
Manage meetings and calling in Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,5,172,"2,607",22.32%,112,25,28,4173,9.770542636,86,276,learn.wwl.manage-meetings-calling-microsoft-teams,administrator,m365;office-teams,intermediate
Manage Microsoft 365 messaging organizational settings and architecture,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-architecture/,7,"1,838","21,402",12.06%,995,120,138,4173,28.37500907,"1,034",211,learn-m365.m365-messaging-architecture,administrator,m365;office-365;office-exchange-server,intermediate
Manage order fulfillment and inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,201,"1,636",22.33%,103,23,22,4173,13.86467662,80,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Manage permissions and administration for Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,"3,837","35,044",30.51%,"3,019",921,651,4173,23.52089306,"2,136",117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate
Manage product version information in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/manage-product-version-engineering-change-management/,3,104,810,20.41%,49,10,10,4173,7.496314103,15,227,learn-dynamics.manage-product-version-engineering-change-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Manage resources in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,"44,892","483,390",10.03%,"6,929",695,712,4173,25.24331395,"12,417",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner
Manage security operations in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,"46,931","434,368",16.67%,"2,682",447,460,4173,23.43075224,"8,072",360,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate
Manage security with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-security-management/,4,"2,533","15,285",16.11%,"1,856",299,343,4173,11.4585406,"5,816",44,learn-m365.m365-security-management,administrator,m365;office-365;windows;m365-security-center,intermediate
Manage team collaboration with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/m365-manage-team-collaboration/,5,"12,936","130,383",10.82%,"9,156",991,"1,086",4173,18.82795944,"16,127",91,learn-m365.m365-manage-team-collaboration,administrator,m365;office-teams;office-365,beginner
Manage the lifecycle of your projects on GitHub,https://docs.microsoft.com/en-us/learn/paths/manage-project-lifecycle-github/,6,"4,838","31,925",40.45%,665,269,302,4173,13.52824859,"1,173",383,learn.manage-project-lifecycle-github,devops-engineer;administrator;developer;solution-architect,github,intermediate
Manage warehouse processes in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-warehouse-processes/,3,192,"1,256",19.10%,89,17,18,4173,10.11388889,75,98,learn-dynamics.manage-warehouse-processes,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage workspaces and datasets in Power BI,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,"8,209","77,025",17.97%,"6,093","1,095","1,179",4173,26.14886304,"6,765",70,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate
Manage your education devices with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-manage-education-devices/,5,"1,941","8,720",15.43%,188,29,32,4173,11.84246093,116,105,learn-m365-pr.m365-manage-education-devices,administrator,m365;mem-intune,beginner
Manage your enterprise deployment with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-enterprise-deployment-m365/,6,"5,541","41,423",11.35%,"3,241",368,416,4173,18.21712386,"5,349",157,learn-m365.manage-enterprise-deployment-m365,administrator,m365,beginner
Manage your Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,5,312,"2,484",12.22%,180,22,22,4173,15.70892094,172,156,learn.wwl.manage-your-microsoft-365-security-services,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Manage your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,371,"2,822",9.38%,192,18,20,4173,13.59555256,163,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Master advanced techniques for Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/understand-advanced-topics/,4,"2,562","26,871",24.31%,"1,621",394,376,4173,25.54334504,"2,579",184,learn-bizapps.understand-advanced-topics,functional-consultant;maker,power-platform;power-apps,advanced
Master planning in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,909,"9,665",9.28%,442,41,40,4173,21.56409974,186,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Microsoft 365 - Modernize your enterprise deployment with Windows 10 and Microsoft 365 ProPlus,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,"7,880","78,331",8.10%,"5,707",462,531,4173,19.37130499,"7,724",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,"6,353","72,150",6.49%,"4,886",317,366,4173,25.00318485,"1,586",177,learn.endpoint-manager-fundamentals,administrator,mem,beginner
Microsoft Graph Fundamentals,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-fundamentals/,3,"1,812","8,077",3.67%,"1,471",54,60,4173,9.296311626,590,75,learn-m365.m365-msgraph-fundamentals,developer,m365;ms-graph,beginner
Microsoft Power Platform Fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,"109,799","1,202,779",6.96%,"35,074","2,440","2,611",4173,27.79006837,"26,590",530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner
Migrate an ASP.NET web application to Azure with Visual Studio,https://docs.microsoft.com/en-us/learn/paths/migrate-aspnet-web-application/,3,"1,569","5,378",0.34%,292,1,1,4173,6.014839601,611,77,learn.migrate-aspnet-web-application,developer,azure;azure-app-service;azure-cache-redis;azure-key-vault;azure-sql-database;aspnet;dotnet,intermediate
Migrate application workloads and data to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-application-workloads-data-azure/,4,"11,056","98,098",16.72%,604,101,111,4173,13.51822238,"1,208",194,learn.wwl.migrate-application-workloads-data-azure,administrator;data-engineer;solution-architect,azure;azure-sql-database,intermediate
Migrate ASP.NET Apps to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-dotnet-apps-azure/,6,"18,484","206,701",2.36%,593,14,14,4173,12.32310106,919,315,learn.azure.migrate-dotnet-apps-azure,developer;solution-architect;administrator,azure;azure-sql-database;azure-app-service;aspnet,beginner
Migrate data and go live with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/migrate-data-go-live-finance-operations/,4,"2,309","27,507",19.56%,"1,094",214,227,4173,31.74253645,"1,683",258,learn-dynamics.migrate-data-go-live-with-dynamics-365-finance-ops,functional-consultant;developer;solution-architect,dynamics-365;dynamics-finance-operations,intermediate
Migrate open-source databases to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-open-source-workloads/,4,"4,384","30,325",17.37%,547,95,103,4173,7.144616788,497,248,learn.wwl.migrating-open-source-workloads-to-azure,data-engineer,azure,intermediate
Migrate SQL workloads to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sql-workloads-azure/,6,"1,240","6,992",5.35%,505,27,31,4173,14.40649194,"1,709",225,learn.wwl.migrate-sql-workloads-to-azure,administrator;data-engineer;database-administrator;developer;solution-architect,azure-sql-database;azure-virtual-machines;sql-server,intermediate
Migrate virtual machines and apps using Azure Migrate,https://docs.microsoft.com/en-us/learn/paths/m365-azure-migrate-virtual-machine/,4,574,"3,988",15.23%,407,62,66,4173,9.836730546,590,95,learn-m365.m365-azure-migrate-virtual-machine,administrator,m365;azure;azure-virtual-machines;azure-migrate,intermediate
Migrating Cassandra and MongoDB workloads to Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/migrate-cassandra-mongo-db-workloads-to-cosmos-db/,3,221,"1,460",19.13%,115,22,23,4173,10.51666667,442,148,learn.wwl.migrating-cassandra-mongo-db-workloads-cosmos-db,data-engineer,azure-cosmos-db,intermediate
