Order,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
0,learn.wwl.provision-manage-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,ai-102,Provision and manage Azure Cognitive Services,4.0,"2,321","29,423",23.52%,"1,603",377,431,2559,27.85855953,416,185.0,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate,9,2021
1,learn.wwl.process-translate-text-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-text-azure-cognitive-services/,2,ai-102,Process and translate text with Azure Cognitive Services,2.0,"1,536","15,263",33.04%,"1,123",371,421,2559,18.708669699999998,95,108.0,learn.wwl.process-translate-text-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services,intermediate,9,2021
2,learn.wwl.process-translate-speech-azure-cognitive-speech-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-speech-azure-cognitive-speech-services/,2,ai-102,Process and Translate Speech with Azure Cognitive Speech Services,2.0,"3,788","54,679",93.26%,"1,543","1,439","1,566",2559,17.63867036,"1,361",105.0,learn.wwl.process-translate-speech-azure-cognitive-speech-services,ai-engineer;developer,azure;azure-cognitive-services,intermediate,9,2021
3,learn.wwl.prepare-for-ai-engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,ai-102,Prepare for AI engineering,1.0,"3,277","24,719",20.61%,"3,086",636,782,2559,16.62677754,252,31.0,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate,9,2021
4,learn.wwl.implement-knowledge-mining-azure-cognitive-search,https://docs.microsoft.com/en-us/learn/paths/implement-knowledge-mining-azure-cognitive-search/,3,ai-102,Implement knowledge mining with Azure Cognitive Search,3.0,"1,085","11,579",22.25%,764,170,198,2559,28.85494624,585,155.0,learn.wwl.implement-knowledge-mining-azure-cognitive-search,ai-engineer;developer;solution-architect,azure;azure-cognitive-services;azure-sdks;azure-cognitive-search,intermediate,9,2021
5,learn.wwl.extract-text-from-images-documents,https://docs.microsoft.com/en-us/learn/paths/extract-text-from-images-documents/,2,ai-102,Extract text from images and documents,2.0,"1,186","10,749",29.19%,829,242,293,2559,20.76905565,224,91.0,learn.wwl.extract-text-from-images-documents,ai-engineer;data-scientist;student,azure-form-recognizer,intermediate,9,2021
6,learn.wwl.create-language-understanding-solution,https://docs.microsoft.com/en-us/learn/paths/create-language-understanding-solution/,3,ai-102,Create a Language Understanding solution,3.0,"1,328","14,398",25.55%,912,233,273,2559,23.6032003,92,148.0,learn.wwl.create-language-understanding-solution,ai-engineer;developer,azure-cognitive-services;azure-language-understanding,intermediate,9,2021
7,learn.wwl.create-conversational-ai-solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,ai-102,Create conversational AI solutions,2.0,"2,147","15,572",15.02%,"1,591",239,277,2559,19.35990529,601,124.0,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate,9,2021
8,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/create-computer-vision-solutions-azure-cognitive-services/,5,ai-102,Create computer vision solutions with Azure Cognitive Services,5.0,"1,842","20,984",22.10%,982,217,242,2559,18.303646399999998,88,267.0,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services;azure-computer-vision;azure-custom-vision;azure-face;azure-video-indexer,intermediate,9,2021
9,learn.wwl.build-qna-solution,https://docs.microsoft.com/en-us/learn/paths/build-qna-solution/,1,ai-102,Build a QnA solution,1.0,652,"6,215",37.40%,615,230,271,2559,16.23059816,69,36.0,learn.wwl.build-qna-solution,ai-engineer;developer,azure-cognitive-services;azure-qna-maker,intermediate,9,2021
10,learn.wwl.get-started-with-artificial-intelligence-on-azure,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,ai-900,Get started with artificial intelligence on Azure,1.0,"38,824","393,504",43.72%,"24,812","10,847","12,738",2559,13.63026264,"13,593",34.0,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner,9,2021
11,learn.wwl.explore-natural-language-processing,https://docs.microsoft.com/en-us/learn/paths/explore-natural-language-processing/,4,ai-900,Explore Natural Language Processing in Microsoft Azure,4.0,"13,500","222,286",77.79%,"6,861","5,337","6,218",2559,14.81148025,"5,712",133.0,learn.wwl.explore-natural-language-processing,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services;azure-language-understanding;azure-portal,beginner,9,2021
12,learn.wwl.explore-conversational-ai,https://docs.microsoft.com/en-us/learn/paths/explore-conversational-ai/,1,ai-900,Explore Conversational AI with Microsoft Azure,1.0,"10,981","69,741",126.34%,"4,404","5,564","6,517",2559,6.6036107820000005,"2,647",29.0,learn.wwl.explore-conversational-ai,ai-engineer;data-scientist;developer;solution-architect;student,azure-bot-service;azure-cognitive-services,beginner,9,2021
13,learn.wwl.explore-computer-vision-microsoft-azure,https://docs.microsoft.com/en-us/learn/paths/explore-computer-vision-microsoft-azure/,6,ai-900,Explore computer vision in Microsoft Azure,6.0,"24,573","378,873",51.82%,"10,950","5,674","6,385",2559,13.770888099999999,"5,815",176.0,learn.wwl.explore-computer-vision-microsoft-azure,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,beginner,9,2021
14,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,ai-900,Use visual tools to create machine learning models with Azure Machine Learning,4.0,"26,924","593,151",40.32%,"15,177","6,119","7,151",2559,27.15189855,"9,663",209.0,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,9,2021
15,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,dp-100,Use visual tools to create machine learning models with Azure Machine Learning,4.0,"26,924","593,151",40.32%,"15,177","6,119","7,151",2559,27.15189855,"9,663",209.0,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,9,2021
16,learn.security.manage-security-operations,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,az-103,Manage security operations in Azure,8.0,"48,979","503,912",41.11%,"2,588","1,064","1,155",2559,26.62859593,"8,162",360.0,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate,9,2021
17,learn.security.manage-identity-and-access,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,az-103,Manage identity and access in Azure Active Directory,9.0,"62,677","611,708",12.63%,"11,333","1,431","1,581",2559,25.14746983,"17,052",317.0,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate,9,2021
18,learn.security.implement-resource-mgmt-security,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,6,az-103,Implement resource management security in Azure,6.0,"60,820","847,740",66.16%,"2,982","1,973","2,152",2559,37.19101447,"9,594",207.0,learn.security.implement-resource-mgmt-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-resource-manager;azure-blueprints;azure-policy;azure-rbac,beginner;intermediate,9,2021
19,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-103,Manage resources in Azure,6.0,"46,574","553,263",15.01%,"7,330","1,100","1,221",2559,28.52674454,"12,652",271.0,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,9,2021
20,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-203,Manage resources in Azure,6.0,"46,574","553,263",15.01%,"7,330","1,100","1,221",2559,28.52674454,"12,652",271.0,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,9,2021
21,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-204,Manage resources in Azure,6.0,"46,574","553,263",15.01%,"7,330","1,100","1,221",2559,28.52674454,"12,652",271.0,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,9,2021
22,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-103,Architect storage infrastructure in Azure,9.0,"28,874","509,610",13.40%,"4,053",543,601,2559,38.0798677,"9,586",357.0,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,9,2021
23,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-300,Architect storage infrastructure in Azure,9.0,"28,874","509,610",13.40%,"4,053",543,601,2559,38.0798677,"9,586",357.0,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,9,2021
24,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-301,Architect storage infrastructure in Azure,9.0,"28,874","509,610",13.40%,"4,053",543,601,2559,38.0798677,"9,586",357.0,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,9,2021
25,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-303,Architect storage infrastructure in Azure,9.0,"28,874","509,610",13.40%,"4,053",543,601,2559,38.0798677,"9,586",357.0,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,9,2021
26,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-304,Architect storage infrastructure in Azure,9.0,"28,874","509,610",13.40%,"4,053",543,601,2559,38.0798677,"9,586",357.0,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,9,2021
27,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-103,Architect network infrastructure in Azure,12.0,"24,521","317,444",3.67%,"14,047",516,577,2559,39.01067248,"15,064",564.0,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,9,2021
28,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-300,Architect network infrastructure in Azure,12.0,"24,521","317,444",3.67%,"14,047",516,577,2559,39.01067248,"15,064",564.0,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,9,2021
29,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-301,Architect network infrastructure in Azure,12.0,"24,521","317,444",3.67%,"14,047",516,577,2559,39.01067248,"15,064",564.0,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,9,2021
30,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-303,Architect network infrastructure in Azure,12.0,"24,521","317,444",3.67%,"14,047",516,577,2559,39.01067248,"15,064",564.0,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,9,2021
31,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-304,Architect network infrastructure in Azure,12.0,"24,521","317,444",3.67%,"14,047",516,577,2559,39.01067248,"15,064",564.0,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,9,2021
32,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-103,"Architect migration, business continuity, and disaster recovery in Azure",10.0,"17,157","177,940",20.16%,"2,272",458,435,2559,23.214378,"7,633",440.0,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,9,2021
33,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-300,"Architect migration, business continuity, and disaster recovery in Azure",10.0,"17,157","177,940",20.16%,"2,272",458,435,2559,23.214378,"7,633",440.0,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,9,2021
34,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-301,"Architect migration, business continuity, and disaster recovery in Azure",10.0,"17,157","177,940",20.16%,"2,272",458,435,2559,23.214378,"7,633",440.0,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,9,2021
35,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-303,"Architect migration, business continuity, and disaster recovery in Azure",10.0,"17,157","177,940",20.16%,"2,272",458,435,2559,23.214378,"7,633",440.0,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,9,2021
36,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-304,"Architect migration, business continuity, and disaster recovery in Azure",10.0,"17,157","177,940",20.16%,"2,272",458,435,2559,23.214378,"7,633",440.0,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,9,2021
37,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-103,Architect infrastructure operations in Azure,5.0,"42,533","516,762",39.08%,"2,848","1,113","1,180",2559,32.91907734,"9,186",240.0,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,9,2021
38,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-300,Architect infrastructure operations in Azure,5.0,"42,533","516,762",39.08%,"2,848","1,113","1,180",2559,32.91907734,"9,186",240.0,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,9,2021
39,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-301,Architect infrastructure operations in Azure,5.0,"42,533","516,762",39.08%,"2,848","1,113","1,180",2559,32.91907734,"9,186",240.0,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,9,2021
40,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-303,Architect infrastructure operations in Azure,5.0,"42,533","516,762",39.08%,"2,848","1,113","1,180",2559,32.91907734,"9,186",240.0,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,9,2021
41,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-304,Architect infrastructure operations in Azure,5.0,"42,533","516,762",39.08%,"2,848","1,113","1,180",2559,32.91907734,"9,186",240.0,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,9,2021
42,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-103,Architect compute infrastructure in Azure,9.0,"82,255","813,711",10.33%,"4,173",431,367,2559,34.95570583,"9,913",434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,9,2021
43,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-300,Architect compute infrastructure in Azure,9.0,"82,255","813,711",10.33%,"4,173",431,367,2559,34.95570583,"9,913",434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,9,2021
44,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-301,Architect compute infrastructure in Azure,9.0,"82,255","813,711",10.33%,"4,173",431,367,2559,34.95570583,"9,913",434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,9,2021
45,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-303,Architect compute infrastructure in Azure,9.0,"82,255","813,711",10.33%,"4,173",431,367,2559,34.95570583,"9,913",434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,9,2021
46,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-304,Architect compute infrastructure in Azure,9.0,"82,255","813,711",10.33%,"4,173",431,367,2559,34.95570583,"9,913",434.0,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,9,2021
47,learn.administer-infrastructure-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,az-103,Administer infrastructure resources in Azure,12.0,"47,981","498,809",19.86%,"1,747",347,243,2559,21.43283279,"9,617",665.0,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,9,2021
48,learn.administer-containers-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,az-103,Administer containers in Azure,7.0,"23,364","225,897",23.97%,"1,777",426,453,2559,23.14679493,"6,504",310.0,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner,9,2021
49,learn.az104-admin-prerequisites,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,az-104,AZ-104: Prerequisites for Azure administrators,6.0,"44,819","547,352",5.95%,"31,717","1,887","1,848",2559,27.4135125,"17,119",220.0,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,9,2021
50,learn.az-104-monitor-backup-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,az-104,AZ-104: Monitor and back up Azure resources,9.0,"10,489","171,689",14.83%,"4,816",714,788,2559,33.65303651,"5,514",290.0,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,9,2021
51,learn.az-104-manage-virtual-networks,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,az-104,AZ-104: Configure and manage virtual networks for Azure administrators,15.0,"15,180","339,004",9.33%,"7,478",698,723,2559,53.24571146,"7,359",480.0,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,9,2021
52,learn.az-104-manage-storage,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,9,az-104,AZ-104: Implement and manage storage in Azure,9.0,"23,164","396,587",12.27%,"8,191","1,005","1,025",2559,38.46867265,"6,839",284.0,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,9,2021
53,learn.az-104-manage-identities-governance,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,8,az-104,AZ-104: Manage identities and governance in Azure,8.0,"26,340","395,118",13.16%,"13,507","1,778","1,802",2559,32.766808399999995,"8,638",247.0,learn.az-104-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner,9,2021
54,learn.az-104-manage-compute-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,az-104,AZ-104: Deploy and manage Azure compute resources,11.0,"31,688","430,879",9.82%,"6,765",664,704,2559,25.65895502,"6,820",379.0,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,9,2021
55,learn.wwl.sap-certified-offerings-azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,az-120,SAP certified offerings for Azure,4.0,"1,656","13,629",5.61%,"1,318",74,84,2559,26.4598128,"1,710",189.0,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner,9,2021
56,learn.wwl.run-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,az-120,Run Azure for SAP workloads,5.0,563,"4,713",8.52%,399,34,38,2559,19.8963884,858,196.0,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced,9,2021
57,learn-pr.wwl.planning-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,az-120,Planning Azure for SAP workloads,3.0,748,"6,143",9.50%,537,51,57,2559,26.02691622,"1,133",206.0,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced,9,2021
58,learn-m365.windows-virtual-desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,az-140,Deliver remote desktops and apps with Azure Virtual Desktop,8.0,"7,630","69,865",4.59%,"4,312",198,192,2559,23.30903014,"4,305",340.0,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,9,2021
59,learn.work-with-relational-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,az-203,Work with relational data in Azure,6.0,"6,799","55,850",9.48%,"1,160",110,125,2559,21.5159901,"6,715",310.0,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate,9,2021
60,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-203,Store data in Azure,5.0,"30,614","491,707",11.98%,"11,395","1,365","1,528",2559,32.73856297,"12,723",220.0,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,9,2021
61,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-204,Store data in Azure,5.0,"30,614","491,707",11.98%,"11,395","1,365","1,528",2559,32.73856297,"12,723",220.0,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,9,2021
62,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,dp-203,Store data in Azure,5.0,"30,614","491,707",11.98%,"11,395","1,365","1,528",2559,32.73856297,"12,723",220.0,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,9,2021
63,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-203,Secure your cloud data in Azure,7.0,"52,055","510,475",13.59%,"4,304",585,616,2559,26.6548516,"9,701",287.0,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,9,2021
64,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-204,Secure your cloud data in Azure,7.0,"52,055","510,475",13.59%,"4,304",585,616,2559,26.6548516,"9,701",287.0,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,9,2021
65,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-203,Deploy a website with Azure virtual machines,4.0,"36,805","319,620",24.37%,"6,000","1,462","1,657",2559,17.35917448,"6,723",246.0,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,9,2021
66,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-204,Deploy a website with Azure virtual machines,4.0,"36,805","319,620",24.37%,"6,000","1,462","1,657",2559,17.35917448,"6,723",246.0,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,9,2021
67,learn.deploy-a-website-with-azure-app-service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,az-203,Deploy a website to Azure with Azure App Service,6.0,"24,344","252,416",10.55%,"6,703",707,794,2559,18.12483774,"8,049",243.0,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,9,2021
68,learn.deploy-a-website-with-azure-app-service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,az-204,Deploy a website to Azure with Azure App Service,6.0,"24,344","252,416",10.55%,"6,703",707,794,2559,18.12483774,"8,049",243.0,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,9,2021
69,learn.create-serverless-applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,az-203,Create serverless applications,11.0,"37,273","564,620",4.35%,"22,359",972,858,2559,47.84203981,"15,851",517.0,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,9,2021
70,learn.create-serverless-applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,az-204,Create serverless applications,11.0,"37,273","564,620",4.35%,"22,359",972,858,2559,47.84203981,"15,851",517.0,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,9,2021
71,learn.connect-your-services-together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,az-203,Connect your services together,5.0,"9,987","150,759",18.46%,"5,850","1,080","1,057",2559,42.63449651,"6,629",244.0,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate,9,2021
72,learn.connect-your-services-together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,az-204,Connect your services together,5.0,"9,987","150,759",18.46%,"5,850","1,080","1,057",2559,42.63449651,"6,629",244.0,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate,9,2021
73,learn.securely-connect-iot-devices-to-cloud,https://docs.microsoft.com/en-us/learn/paths/securely-connect-iot-devices/,6,az-220,Securely connect IoT devices to the cloud,6.0,"2,430","23,738",7.88%,"1,003",79,88,2559,30.61567901,"1,851",329.0,learn.securely-connect-iot-devices-to-cloud,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate,9,2021
