,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
275,learn.wwl.implement-mobile-device-management-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,4,ms-101,Implement Mobile Device Management in Microsoft 365,4,928,"9,531",23.08%,390,90,98,2180,19.61284124,185,126,learn.wwl.implement-mobile-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
276,learn.wwl.implement-microsoft-365-threat-intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,ms-101,Implement threat intelligence in Microsoft 365,4,"1,502","17,101",43.96%,414,182,209,2180,20.7593431,191,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
277,learn.wwl.implement-data-governance-microsoft-365-intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-data-governance-microsoft-365-intelligence/,7,ms-101,Implement data governance in Microsoft 365 intelligence,7,401,"4,593",16.54%,266,44,50,2180,23.7882793,132,203,learn.wwl.implement-data-governance-microsoft-365-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
278,learn-m365.m365-messaging-secure-environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,ms-203,Secure the Microsoft 365 Messaging environment,3,"1,236","9,591",20.66%,518,107,115,2180,15.1906014,"1,066",101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate,11,2021
279,learn-m365.m365-messaging-hybrid-migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,ms-203,Plan a Microsoft 365 Messaging hybrid configuration and migration,3,"1,670","12,969",10.40%,"1,289",134,149,2180,19.97843313,"1,122",84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate,11,2021
280,learn-m365.m365-messaging-architecture,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-architecture/,7,ms-203,Manage Microsoft 365 messaging organizational settings and architecture,7,"1,496","15,300",13.03%,829,108,117,2180,29.58114973,"1,180",204,learn-m365.m365-messaging-architecture,administrator,m365;office-365;office-exchange-server,intermediate,11,2021
281,learn.wwl.manage-governance-compliance-features-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,10,ms-500,MS-500 part 4: Manage Governance and Compliance Features in Microsoft 365,10,"5,670","79,000",29.13%,"1,006",293,326,2180,17.66756908,233,458,learn.wwl.manage-governance-compliance-features-microsoft-365,administrator;security-engineer;technology-manager,office-365,intermediate,11,2021
282,learn.wwl.implement-manage-threat-protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,12,ms-500,MS-500 part 2 - Implement and manage threat protection,12,"23,831","288,918",15.79%,"1,963",310,354,2180,21.81926203,314,412,learn.wwl.implement-manage-threat-protection,administrator;security-engineer;technology-manager,defender-identity;defender-office365,intermediate,11,2021
283,learn.wwl.implement-manage-information-protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,7,ms-500,MS-500 part 3 - Implement and manage information protection,7,"6,028","220,952",250.26%,"1,138","2,848","3,013",2180,39.31454048,272,342,learn.wwl.implement-manage-information-protection,administrator;security-engineer;technology-manager,office-365,intermediate,11,2021
284,learn.wwl.implement-manage-identity-access,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,10,ms-500,MS-500 part 1 - Implement and manage identity and access,10,"13,121","434,674",18.88%,"4,486",847,941,2180,56.13575566,486,483,learn.wwl.implement-manage-identity-access,administrator;security-engineer;technology-manager,azure-active-directory,intermediate,11,2021
285,learn-m365.msteams-associate,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,8,ms-600,Develop apps for Microsoft Teams  Associate,8,"6,117","38,933",7.30%,"1,439",105,107,2180,16.06146259,"3,040",559,learn-m365.msteams-associate,developer,m365;office-teams,intermediate,11,2021
286,learn-m365.msgraph-associate,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,7,ms-600,Build apps with Microsoft Graph  Associate,7,"3,631","24,875",6.54%,"1,193",78,91,2180,19.90153768,"2,005",461,learn-m365.msgraph-associate,developer,ms-graph;m365,intermediate,11,2021
287,learn-m365.m365-extend-fundamental,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,4,ms-600,Extend Microsoft 365  Fundamental,4,"7,051","41,853",6.61%,"3,845",254,276,2180,15.32244599,"6,184",169,learn-m365.m365-extend-fundamental,developer,m365;office-teams;office-sp-framework;office-add-ins,beginner,11,2021
288,learn-m365.identity-associate,https://docs.microsoft.com/en-us/learn/paths/m365-identity-associate/,5,ms-600,Implement Microsoft identity  Associate,5,"2,560","16,606",9.07%,882,80,92,2180,19.17195313,"2,275",342,learn-m365.identity-associate,developer,m365;azure-active-directory,intermediate,11,2021
289,learn.wwl.prepare-environment-for-microsoft-teams-deployment,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,5,ms-700,Prepare the environment for a Microsoft Teams deployment,5,"7,897","310,930",185.34%,"2,380","4,411","5,144",2180,46.1545207,388,243,learn.wwl.prepare-environment-for-microsoft-teams-deployment,administrator,m365;office-teams,intermediate,11,2021
290,learn.wwl.manage-meetings-calling-microsoft-teams,https://docs.microsoft.com/en-us/learn/paths/manage-meetings-calling-microsoft-teams/,5,ms-700,Manage meetings and calling in Microsoft Teams,5,"6,617","282,662",221.49%,"1,833","4,060","4,762",2180,37.39375094,475,276,learn.wwl.manage-meetings-calling-microsoft-teams,administrator,m365;office-teams,intermediate,11,2021
291,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,ms-700,"Manage chat, teams, channels, and apps in Microsoft Teams",3,"6,472","170,974",216.78%,"1,955","4,238","4,998",2180,23.18503296,575,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate,11,2021
292,learn.wwl.get-started-managing-microsoft-teams,https://docs.microsoft.com/en-us/learn/paths/get-started-managing-microsoft-teams/,4,ms-700,Get started with managing Microsoft Teams,4,"19,739","467,708",68.39%,"8,393","5,740","6,756",2180,41.17502238,"1,098",206,learn.wwl.get-started-managing-microsoft-teams,administrator,m365;office-teams,intermediate,11,2021
293,learn.wwl.plan-configure-teams-voice,https://docs.microsoft.com/en-us/learn/paths/plan-configure-teams-voice/,7,ms-720,Plan and configure Teams Phone,7,"4,054","177,905",94.68%,"1,598","1,513","1,891",2180,47.6276887,150,363,learn.wwl.plan-configure-teams-voice,administrator,m365;office-teams,advanced,11,2021
294,learn.wwl.manage-teams-voice,https://docs.microsoft.com/en-us/learn/paths/manage-teams-voice/,3,ms-720,Manage Teams Phone,3,"2,023","59,851",216.50%,612,"1,325","1,701",2180,22.29892898,115,157,learn.wwl.manage-teams-voice,administrator,m365;office-teams,advanced,11,2021
295,learn.wwl.troubleshoot-microsoft-365-teams,https://docs.microsoft.com/en-us/learn/paths/troubleshoot-microsoft-365-teams/,8,ms-740,Troubleshoot Microsoft Teams,8,"7,849","333,993",139.44%,"2,873","4,006","4,683",2180,34.52887629,708,314,learn.wwl.troubleshoot-microsoft-365-teams,support-engineer,m365;office-teams,advanced,11,2021
296,learn.wwl.m365-security-compliance-capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,8,ms-900,Demonstrate fundamental knowledge of Microsoft 365 security and compliance capabilities,8,"31,128","428,981",32.40%,"5,990","1,941","1,730",2180,29.01492011,"5,930",197,learn.wwl.m365-security-compliance-capabilities,business-owner;business-user,m365,beginner,11,2021
297,learn.wwl.m365-productivity-teamwork-solutions,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,5,ms-900,Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 productivity and teamwork capabilities,5,"28,481","362,241",15.42%,"17,505","2,700","2,930",2180,23.87936402,"11,873",125,learn.wwl.m365-productivity-teamwork-solutions,business-owner;business-user;student,m365;office-365,beginner,11,2021
298,learn.wwl.m365-licensing-service-support,https://docs.microsoft.com/en-us/learn/paths/m365-licensing-service-support/,5,ms-900,"Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 licensing, service and support",5,"21,408","231,601",38.23%,"4,102","1,568","1,785",2180,17.75275131,"5,482",67,learn.wwl.m365-licensing-service-support,business-owner;business-user,m365;office-365,beginner,11,2021
299,learn.wwl.m365-business-management-solutions,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,5,ms-900,Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 business management capabilities,5,"24,648","336,669",41.45%,"5,962","2,471","2,821",2180,24.01861814,"6,022",135,learn.wwl.m365-business-management-solutions,business-owner;business-user,m365;office-365,beginner,11,2021
300,learn-dynamics.manage-permissions-and-administration-for-common-data-service,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,pl-100,Manage permissions and administration for Microsoft Dataverse,2,"4,602","53,388",53.00%,"2,951","1,564","1,519",2180,26.38152615,"2,340",117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,11,2021
301,learn-dynamics.manage-permissions-and-administration-for-common-data-service,https://docs.microsoft.com/en-us/learn/paths/manage-permissions-administration-common-data-service/,2,pl-200,Manage permissions and administration for Microsoft Dataverse,2,"4,602","53,388",53.00%,"2,951","1,564","1,519",2180,26.38152615,"2,340",117,learn-dynamics.manage-permissions-and-administration-for-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,11,2021
302,learn-dynamics.get-started-using-common-data-service,https://docs.microsoft.com/en-us/learn/paths/get-started-cds/,7,pl-100,Get started using Microsoft Dataverse,7,"31,112","376,265",23.84%,"7,958","1,897","1,767",2180,30.73413313,"5,521",325,learn-dynamics.get-started-using-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,beginner,11,2021
303,learn-dynamics.get-started-using-common-data-service,https://docs.microsoft.com/en-us/learn/paths/get-started-cds/,7,pl-200,Get started using Microsoft Dataverse,7,"31,112","376,265",23.84%,"7,958","1,897","1,767",2180,30.73413313,"5,521",325,learn-dynamics.get-started-using-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,beginner,11,2021
304,learn-bizapps.work-power-platform-teams,https://docs.microsoft.com/en-us/learn/paths/work-power-platform-teams/,5,pl-100,"Create apps, chatbots, and flows with Microsoft Dataverse and Teams",5,"2,437","19,806",14.85%,983,146,160,2180,18.21594173,585,124,learn-bizapps.work-power-platform-teams,business-user;maker,power-platform;power-apps;power-automate;power-virtual-agents;office-teams;common-data-service,beginner,11,2021
305,learn-bizapps.understand-advanced-topics,https://docs.microsoft.com/en-us/learn/paths/understand-advanced-topics/,6,pl-100,Master advanced formula techniques and custom updates,6,"2,441","23,490",18.00%,"1,600",288,295,2180,27.13982657,"2,730",264,learn-bizapps.understand-advanced-topics,functional-consultant;maker,power-platform;power-apps;common-data-service;vs-code,advanced,11,2021
306,learn-bizapps.ui-controls-canvas-app-powerapps,https://docs.microsoft.com/en-us/learn/paths/ui-controls-canvas-app-powerapps/,4,pl-100,Use the UI and controls in a canvas app in Power Apps,4,"3,441","31,038",22.90%,"1,502",344,373,2180,21.01762085,"2,775",178,learn-bizapps.ui-controls-canvas-app-powerapps,functional-consultant;maker,power-platform;power-apps,intermediate,11,2021
307,learn-bizapps.create-business-process-flow,https://docs.microsoft.com/en-us/learn/paths/create-business-process-flow/,4,pl-100,Create a business process flow in Power Automate,4,"5,750","46,434",13.74%,"3,856",530,569,2180,22.50996812,"4,240",184,learn-bizapps.create-business-process-flow,maker;functional-consultant;business-user,power-automate;power-platform,intermediate,11,2021
308,learn-bizapps.create-business-process-flow,https://docs.microsoft.com/en-us/learn/paths/create-business-process-flow/,4,pl-200,Create a business process flow in Power Automate,4,"5,750","46,434",13.74%,"3,856",530,569,2180,22.50996812,"4,240",184,learn-bizapps.create-business-process-flow,maker;functional-consultant;business-user,power-automate;power-platform,intermediate,11,2021
309,learn-bizapps.bring-ai,https://docs.microsoft.com/en-us/learn/paths/bring-ai/,2,pl-100,Bring AI to your business with AI Builder,2,"3,974","21,762",27.07%,"1,799",487,526,2180,10.76611726,"2,199",47,learn-bizapps.bring-ai,maker;business-user,ai-builder,beginner,11,2021
310,learn-bizapps.bring-ai,https://docs.microsoft.com/en-us/learn/paths/bring-ai/,2,pl-200,Bring AI to your business with AI Builder,2,"3,974","21,762",27.07%,"1,799",487,526,2180,10.76611726,"2,199",47,learn-bizapps.bring-ai,maker;business-user,ai-builder,beginner,11,2021
311,learn-bizapps.best-practices-environments,https://docs.microsoft.com/en-us/learn/paths/best-practices-environments/,8,pl-100,Use best practices to secure and govern Microsoft Power Platform environments,8,"6,298","56,286",7.89%,"3,813",301,301,2180,24.79537684,"2,461",386,learn-bizapps.best-practices-environments,administrator;functional-consultant,power-automate;power-platform;power-apps,intermediate,11,2021
312,learn-bizapps.best-practices-environments,https://docs.microsoft.com/en-us/learn/paths/best-practices-environments/,8,pl-200,Use best practices to secure and govern Microsoft Power Platform environments,8,"6,298","56,286",7.89%,"3,813",301,301,2180,24.79537684,"2,461",386,learn-bizapps.best-practices-environments,administrator;functional-consultant,power-automate;power-platform;power-apps,intermediate,11,2021
313,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,https://docs.microsoft.com/en-us/learn/paths/create-relationships-common-data-service/,3,pl-200,"Create relationships, business rules, calculations, and rollups in Microsoft Dataverse",3,"1,812","15,595",24.15%,"1,085",262,286,2180,20.26284952,"1,662",141,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,11,2021
314,learn-bizapps.work-power-virtual-agents,https://docs.microsoft.com/en-us/learn/paths/work-power-virtual-agents/,4,pl-200,Create bots with Power Virtual Agents,4,"2,446","25,609",14.25%,"1,852",264,270,2180,29.49408558,"1,780",151,learn-bizapps.work-power-virtual-agents,maker;administrator,power-platform;power-virtual-agents,intermediate,11,2021
315,learn-bizapps.improve-business-performance-ai-builder,https://docs.microsoft.com/en-us/learn/paths/improve-business-performance-ai-builder/,9,pl-200,Improve business performance with AI Builder,9,"6,552","58,052",22.03%,994,219,233,2180,13.34128256,"1,152",416,learn-bizapps.improve-business-performance-ai-builder,maker;business-user,ai-builder,beginner,11,2021
316,learn-bizapps.get-started-power-automate-buttons,https://docs.microsoft.com/en-us/learn/paths/get-started-power-automate-buttons/,5,pl-200,Get started with Power Automate buttons,5,"3,176","30,284",18.65%,"1,673",312,321,2180,15.89490974,"1,868",268,learn-bizapps.get-started-power-automate-buttons,functional-consultant;maker;business-user,power-platform;power-automate,intermediate,11,2021
317,learn-dynamics.use-power-apps-component-framework,https://docs.microsoft.com/en-us/learn/paths/use-power-apps-component-framework/,3,pl-400,Create components with Power Apps Component Framework,3,"2,261","16,013",12.45%,"1,558",194,193,2180,21.11455108,"1,290",156,learn-dynamics.use-power-apps-component-framework,developer,dynamics-365;power-platform;power-apps,advanced,11,2021
318,learn-dynamics.integrate-power-platform,https://docs.microsoft.com/en-us/learn/paths/integrate-power-platform/,2,pl-400,Integrate with Microsoft Power Platform and Microsoft Dataverse,2,"1,383","9,156",16.62%,"1,005",167,183,2180,19.53611714,"1,112",246,learn-dynamics.integrate-power-platform,developer,power-apps;power-platform,advanced,11,2021
319,learn-bizapps.administer-power-apps-portals,https://docs.microsoft.com/en-us/learn/paths/administer-portals/,4,pl-400,Administer Power Apps portals,4,"5,340","105,478",277.44%,"1,077","2,988","3,360",2180,24.04559925,740,77,learn-bizapps.administer-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced,11,2021
320,learn-bizapps.solution-architect-design,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,pl-600,Solution Architect: Design Microsoft Power Platform solutions,12,"2,839","27,298",4.48%,"1,606",72,76,2180,30.16083128,687,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced,11,2021
321,learn-bizapps.wwl.power-plat-fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,pl-900,Microsoft Power Platform Fundamentals,12,"112,918","1,197,820",5.37%,"38,624","2,074","2,242",2180,32.32024434,"30,191",530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner,11,2021
322,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-utilize-kql-for-azure-sentinel/,4,sc-200,SC-200: Create queries for Microsoft Sentinel using Kusto Query Language (KQL),4,"6,460","140,775",130.71%,"2,439","3,188","3,987",2180,20.22861197,884,123,learn.wwl.sc-200-utilize-kql-for-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,11,2021
323,learn.wwl.sc-200-perform-threat-hunting-azure-sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-perform-threat-hunting-azure-sentinel/,3,sc-200,SC-200: Perform threat hunting in Microsoft Sentinel,3,"1,479","13,010",29.84%,972,290,363,2180,13.41212531,629,116,learn.wwl.sc-200-perform-threat-hunting-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,11,2021
324,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-defender-for-endpoint/,10,sc-200,SC-200: Mitigate threats using Microsoft Defender for Endpoint,10,"16,391","459,445",54.18%,"6,567","3,558","4,468",2180,43.52042991,"2,004",406,learn.wwl.sc-200-mitigate-threats-using-microsoft-defender-for-endpoint,security-operations-analyst,windows,intermediate,11,2021
325,learn.wwl.sc-200-mitigate-threats-using-microsoft-365-defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-microsoft-365-defender/,8,sc-200,SC-200: Mitigate threats using Microsoft 365 Defender,8,"8,782","247,410",192.37%,"1,743","3,353","4,088",2180,35.76508009,986,374,learn.wwl.sc-200-mitigate-threats-using-microsoft-365-defender,security-operations-analyst,m365,intermediate,11,2021
326,learn.wwl.sc-200-mitigate-threats-using-azure-defender,https://docs.microsoft.com/en-us/learn/paths/sc-200-mitigate-threats-using-azure-defender/,5,sc-200,SC-200: Mitigate threats using Microsoft Defender for Cloud,5,"5,624","186,280",216.07%,"1,680","3,630","3,997",2180,30.74464497,849,242,learn.wwl.sc-200-mitigate-threats-using-azure-defender,security-operations-analyst,azure;azure-security-center,intermediate,11,2021
327,learn.wwl.sc-200-create-detections-perform-investigations-azure-sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-create-detections-perform-investigations-azure-sentinel/,5,sc-200,SC-200: Create detections and perform investigations using Microsoft Sentinel,5,"2,396","31,662",36.91%,894,330,398,2180,25.38810518,645,262,learn.wwl.sc-200-create-detections-perform-investigations-azure-sentinel,security-operations-analyst,azure;azure-sentinel,intermediate,11,2021
328,learn.wwl.sc-200-connect-logs-to-azure-sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-connect-logs-to-azure-sentinel/,7,sc-200,SC-200: Connect logs to Microsoft Sentinel,7,"1,283","25,164",34.57%,914,316,403,2180,23.81558846,623,164,learn.wwl.sc-200-connect-logs-to-azure-sentinel,security-operations-analyst,azure;azure-log-analytics;azure-sentinel,intermediate,11,2021
329,learn.wwl.sc-200-configure-your-azure-sentinel-environment,https://docs.microsoft.com/en-us/learn/paths/sc-200-configure-azure-sentinel-environment/,5,sc-200,SC-200: Configure your Microsoft Sentinel environment,5,"7,250","162,860",187.92%,"1,747","3,283","4,062",2180,21.96936552,855,114,learn.wwl.sc-200-configure-your-azure-sentinel-environment,security-operations-analyst,azure;azure-sentinel,intermediate,11,2021
330,learn.wwl.plan-implement-identity-governance-strategy,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-governance-strategy/,4,sc-300,SC-300: Plan and implement an identity governance strategy,4,"5,154","138,633",178.18%,"1,407","2,507","3,024",2180,31.15463718,750,189,learn.wwl.plan-implement-identity-governance-strategy,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,11,2021
331,learn.wwl.implement-identity-management-solution,https://docs.microsoft.com/en-us/learn/paths/implement-identity-management-solution/,4,sc-300,SC-300: Implement an identity management solution,4,"14,585","277,271",61.98%,"4,792","2,970","3,558",2180,41.68224889,"1,423",218,learn.wwl.implement-identity-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,11,2021
332,learn.wwl.implement-authentication-access-management-solution,https://docs.microsoft.com/en-us/learn/paths/implement-authentication-access-management-solution/,4,sc-300,SC-300: Implement an Authentication and Access Management solution,4,"8,116","166,266",172.87%,"1,581","2,733","3,278",2180,30.7045589,864,191,learn.wwl.implement-authentication-access-management-solution,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,11,2021
333,learn.wwl.implement-access-management-for-apps,https://docs.microsoft.com/en-us/learn/paths/implement-access-management-for-apps/,3,sc-300,SC-300: Implement Access Management for Apps,3,"4,288","100,345",179.09%,"1,406","2,518","3,047",2180,27.78505131,780,127,learn.wwl.implement-access-management-for-apps,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate,11,2021
334,learn.wwl.implement-information-protection,https://docs.microsoft.com/en-us/learn/paths/implement-information-protection/,8,sc-400,SC-400: Implement Information Protection in Microsoft 365,8,"6,783","194,865",124.03%,"1,968","2,441","2,944",2180,37.3495184,944,299,learn.wwl.implement-information-protection,auditor;ip-admin;risk-practitioner,m365-information-protection,intermediate,11,2021
335,learn.wwl.implement-information-governance,https://docs.microsoft.com/en-us/learn/paths/implement-information-governance/,3,sc-400,SC-400: Implement Information Governance in Microsoft 365,3,"4,327","89,385",334.19%,860,"2,874","3,015",2180,22.70713735,590,158,learn.wwl.implement-information-governance,auditor;ip-admin,m365;m365-information-protection,intermediate,11,2021
336,learn.wwl.implement-data-loss-prevention,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,3,sc-400,SC-400: Implement Data Loss Prevention,3,"4,814","99,314",302.39%,878,"2,655","2,922",2180,21.94557887,624,118,learn.wwl.implement-data-loss-prevention,auditor;ip-admin;risk-practitioner,m365;m365-information-protection,intermediate,11,2021
337,learn.wwl.describe-concepts-of-security-compliance-identity,https://docs.microsoft.com/en-us/learn/paths/describe-concepts-of-security-compliance-identity/,2,sc-900,"Microsoft Security, Compliance, and Identity Fundamentals: Describe the concepts of security, compliance, and identity",2,"16,552","173,784",24.37%,"11,264","2,745","2,990",2180,26.70303387,"3,737",45,learn.wwl.describe-concepts-of-security-compliance-identity,business-user;student,azure;m365,beginner,11,2021
338,learn.wwl.describe-capabilities-of-microsoft-security-solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-security-solutions/,6,sc-900,"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft security solutions",6,"9,201","222,546",49.61%,"4,576","2,270","2,569",2180,35.80364453,"1,857",133,learn.wwl.describe-capabilities-of-microsoft-security-solutions,business-user;student,azure;m365,beginner,11,2021
339,learn.wwl.describe-capabilities-of-microsoft-identity-access-management-solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-identity-access/,4,sc-900,"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft Identity and access management solutions",4,"6,427","114,985",31.43%,"5,317","1,671","1,830",2180,44.35,"1,856",88,learn.wwl.describe-capabilities-of-microsoft-identity-access-management-solutions,business-user;student,azure-active-directory,beginner,11,2021
340,learn.wwl.describe-capabilities-of-microsoft-compliance-solutions,https://docs.microsoft.com/en-us/learn/paths/describe-capabilities-of-microsoft-compliance-solutions/,5,sc-900,"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft compliance solutions",5,"7,595","135,400",33.60%,"3,845","1,292","1,409",2180,34.10432302,"1,676",147,learn.wwl.describe-capabilities-of-microsoft-compliance-solutions,business-user;student,azure;m365,beginner,11,2021
