ID,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
0,learn.wwl.provision-manage-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,ai-102,Provision and manage Azure Cognitive Services,4,"1,983","29,106",23.57%,"1,718",405,465,1757,28.21010254,473,185,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate,10,2021
1,learn.wwl.process-translate-text-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-text-azure-cognitive-services/,2,ai-102,Process and translate text with Azure Cognitive Services,2,"1,505","15,737",31.07%,"1,252",389,437,1757,18.52909192,143,108,learn.wwl.process-translate-text-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services,intermediate,10,2021
2,learn.wwl.process-translate-speech-azure-cognitive-speech-services,https://docs.microsoft.com/en-us/learn/paths/process-translate-speech-azure-cognitive-speech-services/,2,ai-102,Process and Translate Speech with Azure Cognitive Speech Services,2,"2,399","31,017",61.35%,"1,278",784,893,1757,19.77646936,"1,419",105,learn.wwl.process-translate-speech-azure-cognitive-speech-services,ai-engineer;developer,azure;azure-cognitive-services,intermediate,10,2021
3,learn.wwl.prepare-for-ai-engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,ai-102,Prepare for AI engineering,1,"3,334","24,347",21.33%,"3,160",674,792,1757,15.54437113,383,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate,10,2021
4,learn.wwl.implement-knowledge-mining-azure-cognitive-search,https://docs.microsoft.com/en-us/learn/paths/implement-knowledge-mining-azure-cognitive-search/,3,ai-102,Implement knowledge mining with Azure Cognitive Search,3,"1,041","13,804",27.68%,878,243,275,1757,26.68299712,614,155,learn.wwl.implement-knowledge-mining-azure-cognitive-search,ai-engineer;developer;solution-architect,azure;azure-cognitive-services;azure-sdks;azure-cognitive-search,intermediate,10,2021
5,learn.wwl.extract-text-from-images-documents,https://docs.microsoft.com/en-us/learn/paths/extract-text-from-images-documents/,2,ai-102,Extract text from images and documents,2,"1,225","11,652",26.26%,975,256,292,1757,15.01096599,281,91,learn.wwl.extract-text-from-images-documents,ai-engineer;data-scientist;student,azure-form-recognizer,intermediate,10,2021
6,learn.wwl.create-language-understanding-solution,https://docs.microsoft.com/en-us/learn/paths/create-language-understanding-solution/,3,ai-102,Create a Language Understanding solution,3,"1,272","17,234",31.71%,"1,047",332,379,1757,25.74089361,132,148,learn.wwl.create-language-understanding-solution,ai-engineer;developer,azure-cognitive-services;azure-language-understanding,intermediate,10,2021
7,learn.wwl.create-conversational-ai-solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,ai-102,Create conversational AI solutions,2,"2,071","16,776",20.93%,"1,634",342,385,1757,20.69764204,648,124,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate,10,2021
8,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,https://docs.microsoft.com/en-us/learn/paths/create-computer-vision-solutions-azure-cognitive-services/,5,ai-102,Create computer vision solutions with Azure Cognitive Services,5,"1,712","26,948",28.42%,"1,098",312,347,1757,19.93603972,121,267,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services;azure-computer-vision;azure-custom-vision;azure-face;azure-video-indexer,intermediate,10,2021
9,learn.wwl.build-qna-solution,https://docs.microsoft.com/en-us/learn/paths/build-qna-solution/,1,ai-102,Build a QnA solution,1,765,"7,080",42.27%,705,298,346,1757,15.05786492,92,36,learn.wwl.build-qna-solution,ai-engineer;developer,azure-cognitive-services;azure-qna-maker,intermediate,10,2021
10,learn.wwl.get-started-with-artificial-intelligence-on-azure,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,ai-900,Get started with artificial intelligence on Azure,1,"26,445","217,819",28.03%,"19,408","5,440","6,452",1757,16.03175332,"14,611",34,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner,10,2021
11,learn.wwl.explore-natural-language-processing,https://docs.microsoft.com/en-us/learn/paths/explore-natural-language-processing/,4,ai-900,Explore Natural Language Processing in Microsoft Azure,4,"8,153","101,037",34.43%,"5,827","2,006","2,269",1757,22.80344045,"6,064",133,learn.wwl.explore-natural-language-processing,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services;azure-language-understanding;azure-portal,beginner,10,2021
12,learn.wwl.explore-conversational-ai,https://docs.microsoft.com/en-us/learn/paths/explore-conversational-ai/,1,ai-900,Explore Conversational AI with Microsoft Azure,1,"5,790","31,823",55.58%,"3,809","2,117","2,400",1757,11.26748993,"2,796",29,learn.wwl.explore-conversational-ai,ai-engineer;data-scientist;developer;solution-architect;student,azure-bot-service;azure-cognitive-services,beginner,10,2021
13,learn.wwl.explore-computer-vision-microsoft-azure,https://docs.microsoft.com/en-us/learn/paths/explore-computer-vision-microsoft-azure/,6,ai-900,Explore computer vision in Microsoft Azure,6,"11,919","179,599",26.65%,"8,589","2,289","2,307",1757,25.77017927,"6,135",179,learn.wwl.explore-computer-vision-microsoft-azure,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,beginner,10,2021
14,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,ai-900,Use visual tools to create machine learning models with Azure Machine Learning,4,"18,613","308,627",18.66%,"12,917","2,410","2,732",1757,34.88063629,"10,129",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,10,2021
15,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,dp-100,Use visual tools to create machine learning models with Azure Machine Learning,4,"18,613","308,627",18.66%,"12,917","2,410","2,732",1757,34.88063629,"10,129",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,10,2021
16,learn.security.manage-security-operations,https://docs.microsoft.com/en-us/learn/paths/manage-security-operations/,8,az-103,Manage security operations in Azure,8,"46,796","469,041",43.48%,"2,132",927,986,1757,26.45196135,"8,324",360,learn.security.manage-security-operations,administrator;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate,10,2021
17,learn.security.manage-identity-and-access,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,az-103,Manage identity and access in Azure Active Directory,9,"58,560","558,810",15.65%,"7,577","1,186","1,278",1757,24.82938041,"17,609",317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate,10,2021
18,learn.security.implement-resource-mgmt-security,https://docs.microsoft.com/en-us/learn/paths/implement-resource-mgmt-security/,6,az-103,Implement resource management security in Azure,6,"55,568","776,823",62.97%,"2,320","1,461","1,561",1757,38.10050749,"9,759",207,learn.security.implement-resource-mgmt-security,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-resource-manager;azure-blueprints;azure-policy;azure-rbac,beginner;intermediate,10,2021
19,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-103,Manage resources in Azure,6,"47,724","519,163",12.81%,"7,094",909,991,1757,27.71033861,"13,180",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,10,2021
20,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-203,Manage resources in Azure,6,"47,724","519,163",12.81%,"7,094",909,991,1757,27.71033861,"13,180",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,10,2021
21,learn.manage-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure/,6,az-204,Manage resources in Azure,6,"47,724","519,163",12.81%,"7,094",909,991,1757,27.71033861,"13,180",271,learn.manage-resources-in-azure,developer;solution-architect;administrator,azure;azure-clis;azure-portal;azure-cost-management,beginner,10,2021
22,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-103,Architect storage infrastructure in Azure,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,10,2021
23,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-300,Architect storage infrastructure in Azure,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,10,2021
24,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-301,Architect storage infrastructure in Azure,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,10,2021
25,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-303,Architect storage infrastructure in Azure,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,10,2021
26,learn.architect-storage-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-storage-infrastructure/,9,az-304,Architect storage infrastructure in Azure,9,"28,146","464,036",13.86%,"3,693",512,552,1757,38.01931003,"9,739",357,learn.architect-storage-infrastructure,solution-architect,azure;azure-storage,intermediate,10,2021
27,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-103,Architect network infrastructure in Azure,12,"21,771","283,185",3.95%,"11,657",461,502,1757,39.56801402,"15,393",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,10,2021
28,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-300,Architect network infrastructure in Azure,12,"21,771","283,185",3.95%,"11,657",461,502,1757,39.56801402,"15,393",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,10,2021
29,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-301,Architect network infrastructure in Azure,12,"21,771","283,185",3.95%,"11,657",461,502,1757,39.56801402,"15,393",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,10,2021
30,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-303,Architect network infrastructure in Azure,12,"21,771","283,185",3.95%,"11,657",461,502,1757,39.56801402,"15,393",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,10,2021
31,learn.architect-network-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-network-infrastructure/,12,az-304,Architect network infrastructure in Azure,12,"21,771","283,185",3.95%,"11,657",461,502,1757,39.56801402,"15,393",564,learn.architect-network-infrastructure,solution-architect,azure;azure-virtual-network;azure-expressroute;azure-vpn-gateway;azure-application-gateway;azure-traffic-manager,intermediate,10,2021
32,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-103,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,10,2021
33,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-300,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,10,2021
34,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-301,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,10,2021
35,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-303,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,10,2021
36,learn.architect-migration-bcdr,https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,az-304,"Architect migration, business continuity, and disaster recovery in Azure",10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate,10,2021
37,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-103,Architect infrastructure operations in Azure,5,"38,866","457,760",38.23%,"2,401",918,952,1757,33.34393171,"9,316",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,10,2021
38,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-300,Architect infrastructure operations in Azure,5,"38,866","457,760",38.23%,"2,401",918,952,1757,33.34393171,"9,316",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,10,2021
39,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-301,Architect infrastructure operations in Azure,5,"38,866","457,760",38.23%,"2,401",918,952,1757,33.34393171,"9,316",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,10,2021
40,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-303,Architect infrastructure operations in Azure,5,"38,866","457,760",38.23%,"2,401",918,952,1757,33.34393171,"9,316",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,10,2021
41,learn.architect-infrastructure-operations,https://docs.microsoft.com/en-us/learn/paths/architect-infrastructure-operations/,5,az-304,Architect infrastructure operations in Azure,5,"38,866","457,760",38.23%,"2,401",918,952,1757,33.34393171,"9,316",240,learn.architect-infrastructure-operations,solution-architect,azure;azure-monitor;azure-cost-management;azure-resource-manager;azure-policy,intermediate,10,2021
42,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-103,Architect compute infrastructure in Azure,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,10,2021
43,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-300,Architect compute infrastructure in Azure,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,10,2021
44,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-301,Architect compute infrastructure in Azure,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,10,2021
45,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-303,Architect compute infrastructure in Azure,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,10,2021
46,learn.architect-compute-infrastructure,https://docs.microsoft.com/en-us/learn/paths/architect-compute-infrastructure/,9,az-304,Architect compute infrastructure in Azure,9,"85,025","836,520",10.57%,"3,576",378,336,1757,36.29250456,"10,058",434,learn.architect-compute-infrastructure,solution-architect,azure;azure-virtual-machines,intermediate,10,2021
47,learn.administer-infrastructure-resources-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,az-103,Administer infrastructure resources in Azure,12,"47,724","456,263",11.31%,"1,884",213,157,1757,25.67238985,"9,695",665,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,10,2021
48,learn.administer-containers-in-azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,az-103,Administer containers in Azure,7,"21,636","167,909",15.51%,"1,786",277,304,1757,25.07491372,"6,560",310,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner,10,2021
49,learn.az104-admin-prerequisites,https://docs.microsoft.com/en-us/learn/paths/az-104-administrator-prerequisites/,6,az-104,AZ-104: Prerequisites for Azure administrators,6,"44,900","574,218",7.45%,"34,331","2,558","2,675",1757,29.14442613,"18,136",220,learn.az104-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner,10,2021
50,learn.az-104-monitor-backup-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,az-104,AZ-104: Monitor and back up Azure resources,9,"10,548","193,415",18.01%,"5,657","1,019","1,133",1757,36.92239603,"5,802",290,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,10,2021
51,learn.az-104-manage-virtual-networks,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-virtual-networks/,15,az-104,AZ-104: Configure and manage virtual networks for Azure administrators,15,"15,437","377,180",11.89%,"8,273",984,"1,062",1757,53.52376649,"7,728",480,learn.az-104-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-bastion;azure-firewall;azure-virtual-desktop,beginner,10,2021
52,learn.az-104-manage-storage,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,9,az-104,AZ-104: Implement and manage storage in Azure,9,"23,137","416,926",14.55%,"9,390","1,366","1,457",1757,40.86857991,"7,219",284,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,10,2021
53,learn.az-104-manage-identities-governance,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,8,az-104,AZ-104: Manage identities and governance in Azure,8,"24,089","428,348",15.70%,"15,285","2,399","2,522",1757,37.47695075,"9,136",247,learn.az-104-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner,10,2021
54,learn.az-104-manage-compute-resources,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-compute-resources/,11,az-104,AZ-104: Deploy and manage Azure compute resources,11,"30,491","421,679",12.02%,"7,797",937,"1,020",1757,27.10102981,"7,144",379,learn.az-104-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,10,2021
55,learn.wwl.sap-certified-offerings-azure,https://docs.microsoft.com/en-us/learn/paths/sap-certified-offerings/,4,az-120,SAP certified offerings for Azure,4,"1,716","12,096",5.28%,"1,420",75,84,1757,21.1763209,"1,759",189,learn.wwl.sap-certified-offerings-azure,administrator,azure,beginner,10,2021
56,learn.wwl.run-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/running-azure-sap-workloads/,5,az-120,Run Azure for SAP workloads,5,586,"4,173",8.26%,436,36,39,1757,18.07039249,884,196,learn.wwl.run-azure-sap-workloads,administrator,azure,advanced,10,2021
57,learn-pr.wwl.planning-azure-sap-workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,az-120,Planning Azure for SAP workloads,3,713,"4,852",7.53%,624,47,51,1757,21.1241468,"1,168",206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced,10,2021
58,learn-m365.windows-virtual-desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,az-140,Deliver remote desktops and apps with Azure Virtual Desktop,8,"7,036","64,591",4.92%,"4,006",197,196,1757,25.47882319,"4,446",340,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,10,2021
59,learn.work-with-relational-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/work-with-relational-data-in-azure/,6,az-203,Work with relational data in Azure,6,"7,172","54,149",8.89%,"1,170",104,111,1757,19.60630229,"6,753",310,learn.work-with-relational-data-in-azure,developer;data-engineer,azure;azure-sql-database;azure-cloud-shell;azure-clis,intermediate,10,2021
60,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-203,Store data in Azure,5,"30,348","445,756",10.81%,"11,323","1,224","1,379",1757,32.42020177,"13,069",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,10,2021
61,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,az-204,Store data in Azure,5,"30,348","445,756",10.81%,"11,323","1,224","1,379",1757,32.42020177,"13,069",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,10,2021
62,learn.store-data-in-azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure/,5,dp-203,Store data in Azure,5,"30,348","445,756",10.81%,"11,323","1,224","1,379",1757,32.42020177,"13,069",220,learn.store-data-in-azure,developer;data-engineer,azure;azure-storage;azure-portal;azure-cloud-shell,beginner,10,2021
63,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-203,Secure your cloud data in Azure,7,"49,019","490,481",15.55%,"4,128",642,692,1757,27.20632748,"9,861",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,10,2021
64,learn.secure-your-cloud-data,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,az-204,Secure your cloud data in Azure,7,"49,019","490,481",15.55%,"4,128",642,692,1757,27.20632748,"9,861",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,10,2021
65,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-203,Deploy a website with Azure virtual machines,4,"36,977","288,860",20.18%,"5,877","1,186","1,322",1757,22.12331314,"6,879",246,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,10,2021
66,learn.deploy-a-website-with-azure-virtual-machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,az-204,Deploy a website with Azure virtual machines,4,"36,977","288,860",20.18%,"5,877","1,186","1,322",1757,22.12331314,"6,879",246,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner,10,2021
67,learn.deploy-a-website-with-azure-app-service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,az-203,Deploy a website to Azure with Azure App Service,6,"22,971","210,678",11.10%,"6,565",729,814,1757,18.25328385,"8,234",243,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,10,2021
68,learn.deploy-a-website-with-azure-app-service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,az-204,Deploy a website to Azure with Azure App Service,6,"22,971","210,678",11.10%,"6,565",729,814,1757,18.25328385,"8,234",243,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner,10,2021
69,learn.create-serverless-applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,az-203,Create serverless applications,11,"34,160","464,981",3.22%,"21,757",701,655,1757,45.22505513,"16,405",517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,10,2021
70,learn.create-serverless-applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,az-204,Create serverless applications,11,"34,160","464,981",3.22%,"21,757",701,655,1757,45.22505513,"16,405",517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,10,2021
71,learn.connect-your-services-together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,az-203,Connect your services together,5,"9,689","141,987",14.98%,"5,840",875,917,1757,42.89188771,"6,808",240,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate,10,2021
72,learn.connect-your-services-together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,az-204,Connect your services together,5,"9,689","141,987",14.98%,"5,840",875,917,1757,42.89188771,"6,808",240,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate,10,2021
73,learn.securely-connect-iot-devices-to-cloud,https://docs.microsoft.com/en-us/learn/paths/securely-connect-iot-devices/,6,az-220,Securely connect IoT devices to the cloud,6,"2,427","26,536",9.13%,"1,008",92,101,1757,35.79811152,"1,894",329,learn.securely-connect-iot-devices-to-cloud,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate,10,2021
74,learn.introduction-to-azure-iot,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,8,az-220,Introduction to Azure IoT,8,"7,033","77,677",6.22%,"2,944",183,201,1757,31.0762074,"4,746",303,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate,10,2021
